dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,0,4,10,1,0,4,2,2.0,30,0.0,0,0.666666667,0.75,0,0,14.0,2,1.0,0
2,0,6,16,3,0,6,2,1.0,237,1.0,0,0.714285714,0.5,0,0,74.0,2,1.0,0
2,0,14,29,91,8,14,14,2.0,135,0.0,0,0.133333333,0.295918367,0,0,8.642857143,1,0.9286,0
2,0,9,36,1,2,9,1,2.0,400,1.0,0,0.9,625.0,1,2,195.5,1,0.5,0
2,0,8,12,1,0,8,2,1.142857143,57,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,0
1,0,5,20,0,0,5,3,0.5,94,1.0,0,0.0,0.666666667,0,0,29.66666667,1,0.6667,0
1,0,9,6,15,7,2,6,2.0,6,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
1,0,7,7,21,5,2,7,2.0,7,0.0,0,0.0,0.380952381,0,0,0.0,1,1.0,0
1,0,9,31,3,1,8,3,2.0,75,0.0,0,0.0,0.333333333,0,0,24.0,1,0.6667,0
1,0,25,63,33,1,24,2,0.222222222,468,1.0,0,0.0,0.161616162,0,0,45.7,2,0.9,0
1,0,4,5,0,4,0,3,0.833333333,22,1.0,0,0.0,0.75,0,0,4.0,1,0.5,0
2,0,2,14,11,1,1,4,0.666666667,81,0.666666667,2,0.764705882,0.4,1,1,12.0,3,1.0,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,2,13,3,2,0,1,2.0,90,0.0,0,0.0,0.444444444,0,0,29.0,6,2.6667,0
2,0,4,14,11,3,1,4,875.0,141,0.25,7,0.764705882,0.4,1,1,21.16666667,3,1.0,0
1,0,0,2,0,0,0,1,2.0,11,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
1,0,9,5,10,8,1,5,2.0,5,0.0,0,0.0,0.44,0,0,0.0,1,1.0,0
1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0
1,0,2,15,37,1,1,11,0.85,109,1.0,1,0.0,0.242424242,1,1,8.545454545,7,1.5455,0
2,0,20,52,18,1,19,2,0.785714286,360,1.0,0,0.730769231,325.0,1,3,43.5,6,2.5,0
1,0,11,13,78,9,2,13,2.0,13,0.0,0,0.0,0.307692308,0,0,0.0,1,1.0,0
1,0,7,33,11,1,6,3,1.085714286,169,1.0,0,0.0,0.6,0,0,26.0,5,1.6667,0
1,0,34,154,142,0,34,17,805.0,1051,1.0,9,0.0,0.119047619,0,0,48.57142857,17,2.8095,0
1,0,8,17,0,8,0,8,625.0,115,1.0,0,0.0,0.311111111,1,1,11.44444444,6,1.3333,0
1,0,5,15,0,1,4,7,0.166666667,52,1.0,0,0.0,0.514285714,0,0,6.285714286,1,0.8571,0
1,0,45,16,40,45,0,10,0.818181818,119,1.0,0,0.0,0.3,1,1,8.583333333,7,1.4167,1
1,0,7,31,0,6,1,4,0.85,190,1.0,0,0.0,0.6,0,0,36.0,5,2.8,0
1,0,7,19,4,4,3,9,0.5,97,1.0,0,0.0,0.722222222,0,0,9.444444444,2,1.0,0
1,0,3,7,6,3,0,4,2.0,17,0.0,0,0.0,1.0,0,0,3.25,1,0.75,0
1,0,5,7,21,3,2,7,2.0,7,0.0,0,0.0,0.535714286,0,0,0.0,1,1.0,0
1,0,3,13,4,3,0,9,625.0,90,1.0,0,0.0,0.722222222,0,0,8.666666667,1,0.7778,0
1,0,21,43,20,0,21,8,0.854166667,252,1.0,5,0.0,0.204545455,0,0,26.33333333,5,1.5556,0
1,0,11,56,3,2,9,3,2.0,166,0.0,0,0.0,0.333333333,0,0,54.33333333,3,2.0,0
3,0,2,18,1,0,2,2,2.0,70,1.0,0,0.961538462,1.0,1,2,33.5,3,1.5,0
1,0,5,3,3,5,1,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
2,0,5,9,6,0,5,4,2.0,38,0.0,0,0.4,0.4,0,0,8.5,1,0.75,0
5,0,14,6,3,13,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
1,0,11,38,0,1,10,2,0.5,237,1.0,2,0.0,0.366666667,0,0,45.6,4,2.2,0
1,0,8,23,61,8,1,13,0.788461538,154,1.0,1,0.0,0.314285714,1,1,9.714285714,7,1.5,1
1,0,5,36,10,0,5,2,2.0,163,0.0,0,0.0,0.266666667,0,0,31.6,3,1.2,0
1,0,6,19,17,6,0,8,0.822222222,128,0.8,0,0.0,0.311111111,1,1,11.3,5,1.3,0
1,0,19,51,18,14,7,7,0.727272727,255,1.0,0,0.0,0.327272727,0,0,19.91666667,5,1.5833,1
3,0,4,35,6,0,4,3,1.333333333,205,1.0,0,0.892857143,0.45,3,3,50.0,1,0.75,0
3,0,3,4,1,2,1,3,1.0,15,1.0,0,0.964912281,0.666666667,0,0,3.333333333,1,0.6667,0
1,0,6,29,26,1,5,3,0.6875,200,1.0,2,0.0,0.291666667,0,0,20.77777778,3,1.6667,0
1,0,11,54,37,1,10,5,0.555555556,449,1.0,2,0.0,375.0,0,0,43.7,9,2.6,0
1,0,7,6,15,5,2,6,2.0,6,0.0,0,0.0,0.416666667,0,0,0.0,1,1.0,0
1,0,18,30,0,1,17,2,0.25,185,1.0,4,0.0,0.466666667,0,0,59.33333333,8,3.3333,0
1,0,4,30,24,3,1,16,0.758928571,331,1.0,1,0.0,0.317647059,1,1,18.05882353,22,2.5882,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,14,28,0,2,12,2,0.5,155,1.0,0,0.9,625.0,1,1,49.33333333,2,0.6667,0
1,0,4,3,3,3,1,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
1,0,9,9,14,8,1,7,0.857142857,46,1.0,1,0.0,0.458333333,0,0,4.25,1,0.75,0
2,0,8,20,15,0,8,6,2.0,83,0.0,0,0.285714286,0.833333333,0,0,12.83333333,2,1.1667,0
1,0,9,60,55,4,5,3,1.1,540,0.954545455,0,0.0,0.340909091,0,0,46.09090909,5,2.4545,0
2,0,7,10,6,1,7,4,2.0,29,0.0,0,0.4,0.4,0,0,6.25,1,0.75,0
1,0,2,6,4,2,0,5,0.75,31,1.0,0,0.0,0.466666667,0,0,4.6,1,0.8,0
1,0,12,43,331,9,3,31,0.902564103,370,1.0,3,0.0,0.167741935,1,1,10.51612903,7,1.1935,1
1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,7,8,6,6,1,3,0.892857143,91,0.285714286,6,0.8125,0.416666667,1,1,15.8,1,0.6,0
1,0,14,30,0,11,3,9,0.45,141,1.0,2,0.0,0.62962963,0,0,14.11111111,2,1.1111,0
1,0,6,8,28,5,1,8,2.0,8,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
1,0,10,30,9,4,6,4,0.2,226,1.0,0,0.0,0.65,0,0,36.5,4,1.8333,0
1,0,10,28,110,9,1,20,0.877192982,204,1.0,0,0.0,0.258333333,1,1,8.75,12,1.5,0
2,0,6,10,6,1,6,4,2.0,27,0.0,0,0.4,0.583333333,0,0,5.75,1,0.75,0
1,0,50,25,88,48,2,15,0.854166667,163,1.0,2,0.0,0.205882353,1,1,8.235294118,7,1.2941,1
1,0,6,7,21,4,2,7,2.0,7,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,0,0,2,0,0,0,0,2.0,13,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
1,0,24,60,13,0,24,4,1.075757576,337,1.0,1,0.0,0.416666667,0,0,45.57142857,3,1.4286,0
1,0,0,5,0,0,0,4,1.0,23,0.333333333,0,0.0,0.75,0,0,4.0,1,0.5,0
1,0,12,43,25,1,11,8,0.714285714,411,1.0,0,0.0,0.44,0,0,35.72727273,5,1.5455,0
1,0,10,19,83,8,2,15,0.904761905,129,1.0,2,0.0,0.20952381,1,1,7.2,7,1.4,1
2,0,22,37,13,2,21,2,0.6,157,1.0,0,0.791666667,0.366666667,1,3,25.0,4,1.8333,0
1,0,12,44,69,6,7,23,0.754545455,215,1.0,3,0.0,0.168478261,0,0,8.130434783,7,1.4348,0
2,0,21,49,0,1,20,2,0.64,274,1.0,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,0
1,0,20,48,41,1,19,4,1.090909091,298,1.0,1,0.0,0.314814815,0,0,26.6,3,1.2,0
1,0,12,35,4,1,12,2,1.083333333,271,1.0,0,0.0,0.466666667,0,0,65.75,9,3.0,0
1,0,7,22,17,7,0,10,0.814285714,150,1.0,0,0.0,0.424242424,0,0,12.0,3,1.0,0
1,0,10,32,4,1,9,2,1.3,241,1.0,1,0.0,0.4375,0,0,54.25,3,1.75,0
1,0,23,42,36,14,9,8,2.0,207,0.0,0,0.0,0.351851852,0,0,22.0,7,1.5556,0
1,0,10,8,28,8,2,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,0,16,15,10,15,1,4,2.0,89,0.0,0,0.0,0.266666667,0,0,16.8,3,1.2,0
2,0,7,12,1,0,7,2,1.0,125,1.0,0,0.833333333,1.0,0,0,58.5,1,0.5,0
2,0,24,55,0,2,23,2,0.64,291,1.0,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,0
1,0,19,78,130,4,15,6,0.854166667,574,1.0,3,0.0,0.229411765,0,0,32.58823529,8,2.7059,0
1,0,1,11,24,1,0,9,0.9,50,1.0,0,0.0,0.481481481,0,0,4.0,1,0.8889,0
1,0,5,18,4,1,4,2,1.142857143,128,1.0,2,0.0,0.5,0,0,29.25,2,1.25,0
1,0,4,5,10,3,1,5,2.0,5,0.0,0,0.0,0.9,0,0,0.0,1,1.0,0
1,0,11,38,41,0,11,15,0.821428571,185,1.0,6,0.0,0.193333333,0,0,10.93333333,5,1.2667,0
2,0,7,11,1,0,7,2,1.0,46,1.0,0,0.833333333,1.0,0,0,20.5,1,0.5,0
1,0,15,80,401,7,11,34,0.893048128,563,1.0,1,0.0,0.142857143,1,1,14.77142857,5,1.3429,0
1,0,31,19,3,26,5,4,0.2,78,1.0,1,0.0,0.25,0,0,11.66666667,4,1.5,0
1,0,1,13,15,1,0,5,2.0,385,0.0,0,0.0,0.458333333,0,0,63.16666667,47,9.0,0
1,0,29,64,238,24,5,32,0.861290323,475,1.0,3,0.0,0.139204545,0,0,13.53125,4,1.0625,0
1,0,7,54,31,0,7,6,775.0,297,1.0,0,0.0,225.0,0,0,25.63636364,7,1.6364,0
1,0,25,65,222,0,25,25,0.927083333,352,1.0,11,0.0,0.124705882,0,0,12.6,4,1.24,0
1,0,6,36,289,4,2,26,0.945454545,198,1.0,0,0.0,0.214285714,1,1,6.192307692,7,1.2692,0
2,0,8,12,1,0,8,2,1.0,56,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,0
1,0,4,3,3,2,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
1,0,8,7,21,6,2,7,2.0,7,0.0,0,0.0,0.306122449,0,0,0.0,1,1.0,0
2,0,4,9,1,2,4,1,2.0,33,0.0,0,0.9,625.0,1,1,14.5,1,0.5,0
1,0,8,26,5,5,3,11,0.7,177,1.0,1,0.0,0.290909091,0,0,14.81818182,2,1.2727,0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,0
1,0,18,43,4,1,17,3,0.666666667,219,1.0,1,0.0,375.0,0,0,53.5,4,1.5,0
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,0
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
1,6,39,76,182,8,31,4,0.95625,495,1.0,4,0.0,0.111111111,0,0,21.80952381,2,1.0952,0
1,0,4,13,15,2,2,5,2.0,84,0.0,0,0.0,0.5,0,0,13.0,1,0.8333,0
4,2,11,8,8,11,0,4,1.0,26,1.0,0,0.894736842,0.6,0,0,3.8,1,0.4,0
4,0,15,43,0,1,14,2,0.666666667,402,1.0,0,0.996168582,0.555555556,2,3,198.5,17,8.5,0
1,0,3,9,1,0,3,1,1.0,26,0.0,1,0.0,1.0,0,0,11.5,0,0.0,0
1,0,2,12,31,2,0,10,0.86,64,1.0,0,0.0,0.681818182,0,0,4.363636364,1,0.8182,0
1,0,2,11,24,2,0,9,0.84375,49,1.0,0,0.0,0.481481481,0,0,4.0,1,0.8889,0
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.862068966,0.4,2,2,25.8,1,0.8,0
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,1
1,0,13,44,60,1,12,10,0.763888889,297,1.0,6,0.0,0.185897436,0,0,21.38461538,6,1.7692,0
1,0,6,42,118,4,3,20,0.810526316,264,1.0,1,0.0,0.188888889,1,1,11.95,7,1.45,1
1,0,7,21,6,1,6,4,1.0625,134,1.0,3,0.0,0.533333333,0,0,24.2,3,1.2,0
2,0,7,11,1,0,7,2,1.0,35,1.0,0,0.833333333,1.0,0,0,16.0,1,0.5,0
1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,4,5,1,0,4,2,2.0,11,0.0,0,0.666666667,0.75,0,0,4.5,1,0.5,0
1,0,6,6,15,4,2,6,2.0,6,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,0
1,0,3,2,1,2,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
1,0,39,78,122,1,38,10,0.916666667,380,1.0,7,0.0,0.140522876,0,0,20.82352941,3,1.2941,0
1,0,1,23,9,1,0,9,0.755555556,155,1.0,0,0.0,0.65,0,0,14.0,3,1.0,0
1,0,11,7,7,10,1,5,0.88,41,1.0,1,0.0,375.0,0,0,5.0,1,0.6667,0
1,0,1,4,1,0,1,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,0
1,0,6,18,0,6,0,9,0.59375,131,1.0,0,0.0,0.388888889,1,1,13.11111111,8,2.0,0
1,4,4,9,0,4,0,4,375.0,35,1.0,0,0.0,0.6,0,0,5.6,1,0.8,0
1,0,10,23,69,10,0,15,0.785714286,213,1.0,0,0.0,0.366666667,1,1,12.86666667,7,1.7333,1
1,0,8,28,378,1,7,28,2.0,28,0.0,0,0.0,0.349206349,0,0,0.0,1,1.0,0
1,0,9,35,66,0,9,12,2.0,156,0.0,0,0.0,0.297619048,1,1,12.0,1,0.9167,0
1,0,11,28,378,1,10,28,2.0,28,0.0,0,0.0,0.267857143,0,0,0.0,1,1.0,0
1,0,3,3,3,1,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,0
1,0,37,111,267,0,37,24,0.903846154,645,1.0,10,0.0,0.117307692,0,0,22.44444444,4,1.4074,0
1,0,8,14,30,7,1,12,0.848484848,88,1.0,1,0.0,0.3,0,0,5.833333333,1,0.8333,0
1,0,5,13,20,4,1,9,0.791666667,99,1.0,1,0.0,0.288888889,1,1,9.666666667,7,1.6667,0
1,0,9,26,3,1,8,3,2.0,138,0.0,0,0.0,0.5,0,0,45.0,5,2.3333,0
2,0,10,20,36,5,10,9,2.0,80,0.0,0,0.2,0.377777778,0,0,7.888888889,1,0.8889,0
2,0,7,15,15,2,7,6,2.0,46,0.0,0,0.285714286,0.4,0,0,6.666666667,1,0.8333,0
1,0,5,29,11,2,4,4,0.6,169,0.0,0,0.0,0.4,0,0,26.66666667,4,1.5,0
1,0,3,31,1,1,2,3,0.5,203,1.0,1,0.0,0.333333333,0,0,32.5,3,1.3333,0
1,0,11,50,180,10,1,26,0.726190476,418,1.0,0,0.0,0.226600985,1,1,13.20689655,7,1.2759,0
1,0,19,77,148,4,14,7,0.8632797894746139,584,1.0,3,0.0,0.22678736993425977,0,0,30.907967519537326,7,2.5561479747755866,1
1,0,8,45,0,4,5,9,0.6525273051337288,234,1.0,0,0.0,0.30933382575209495,0,0,18.02560747458395,3,1.5833,1
1,0,14,42,2,1,13,2,1.0583888109408062,296,1.0,1,0.29629771343168554,0.3985134586506472,0,1,59.546259455267425,5,2.281176757286485,1
1,0,10,11,55,7,3,11,2.0,11,0.0,0,0.0,0.32131538076461125,0,0,0.0,1,1.0,1
1,0,22,90,129,0,21,10,0.8816181527709998,738,1.0,4,0.0,0.20844553809500338,0,0,36.256797703228635,8,2.5312063121381745,1
1,0,3,12,2,0,3,1,1.5263757113080707,38,0.0,0,0.7750215631418392,0.4316508535696848,0,0,10.577988619070869,0,0.6315306265418186,1
1,0,24,85,166,0,24,18,0.8689593904107661,465,1.0,6,0.0,0.14414099604799813,0,0,19.898300137033317,4,1.3818420137324168,1
2,0,4,12,2,1,4,1,1.6233109073705292,41,0.0,0,0.84060198299888,0.48631763515937043,1,1,14.08277268426323,1,0.6255881434826656,1
2,0,4,11,2,1,4,1,1.688129792765458,42,0.0,0,0.8523872349006523,0.5316908549358206,1,1,15.703244819136447,1,0.6039775270919963,1
1,0,8,16,76,0,7,12,2.0,45,0.0,0,0.5372582009667972,0.9446943305264793,0,2,2.5379980150844945,1,0.9295212051141276,1
1,0,20,51,13,11,10,5,0.7078237306326272,263,1.0,0,0.1764253582983969,0.3286233517384487,0,0,25.877986668941066,5,1.7504398130544223,1
1,0,26,61,76,1,25,6,1.0061545273914037,357,1.0,3,0.0,0.2889110690741635,0,0,25.38344773426081,3,1.3917934034624841,1
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,23,81,177,0,22,19,0.8715559836582066,453,1.0,6,0.0,0.14670138005385133,0,0,18.87125199946015,4,1.348925732144345,1
1,0,23,58,474,21,5,25,0.8472038605221027,433,1.0,2,0.0,0.15077177433215128,1,1,10.681956177631381,7,1.4539191376842977,1
1,0,7,22,64,4,6,13,1.405646550958167,131,0.5073748957091408,0,0.07578847765899759,0.26741816110903927,0,0,8.488004100779998,4,1.1619142870962278,1
1,0,15,29,0,1,14,2,0.1726588683961961,177,1.0,2,0.0,0.5,0,0,56.85269570155044,9,3.6511829736963684,1
1,0,11,42,308,8,3,30,0.8994096560106852,359,1.0,3,0.0,0.1753183549598083,1,1,10.548971769543781,7,1.1997800526027214,1
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,1
1,0,0,2,0,0,0,1,2.0,36,0.0,0,0.04752716650722877,0.9331649220992095,0,0,3.3564537488042157,0,0.08911343720105394,1
1,0,24,59,442,22,5,28,0.8514075337027553,444,1.0,2,0.0,0.15208514303111334,1,1,10.710902530092985,7,1.4407691456530551,1
1,0,21,57,11,0,20,3,1.130134067625939,345,1.0,0,0.0,0.4529149356644102,0,0,52.73756097013012,4,2.049988870831605,1
2,0,11,23,69,4,11,12,2.0,102,0.0,0,0.2636463786894563,0.475992287466827,0,0,7.421080479176285,1,0.9183253127727012,1
2,0,10,22,70,3,10,12,2.0,97,0.0,0,0.3339811442795996,0.5902528914039926,0,1,6.943480092691237,1,0.9193664399033782,1
1,0,36,77,109,0,35,9,0.914640196366353,372,1.0,6,0.0,0.14822640931608774,0,0,21.475927985255336,3,1.3161541318173593,1
1,0,20,80,154,2,18,10,0.8651077276997303,546,1.0,4,0.0,0.2001882359999818,0,0,27.364586200931697,6,2.178206147822661,1
1,0,15,49,12,11,6,7,0.7056278721950955,249,1.0,0,0.0,0.3220779618468229,0,0,19.369051837007394,4,1.5833,1
1,0,14,50,245,9,5,25,0.8865141324742859,463,1.0,3,0.0,0.19056479511279553,0,0,16.20815717588995,8,1.578432152291425,1
1,0,2,2,2,1,0,2,2.0,10,0.0,0,0.0,0.6117979192597263,0,0,0.6707875155583579,0,0.7764041614805474,1
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667,1,0.9167,1
1,0,11,24,65,5,11,12,1.9857619010828529,110,0.012154474689816341,0,0.15197623481508143,0.29689556735791356,0,0,8.174364500966165,1,0.9225742576175882,1
1,0,2,14,0,2,0,9,0.6958389427847317,162,1.0,0,0.0,0.49457818880737503,1,1,14.83734566422125,12,2.275903061366111,1
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,0,2,0,0,0,1,2.0,34,0.0,0,0.0,0.9455715568490355,0,0,2.6734293410942134,0,0.10885688630192891,1
1,0,2,7,1,0,2,1,1.73614944545685,38,0.0,0,0.43175545279284516,0.6833793345482201,0,0,7.221608872690399,0,0.3518183294278361,1
1,0,19,77,147,4,14,6,0.8627475613062868,595,1.0,3,0.0,0.2339226971194165,0,0,31.8664886959943,7,2.657852527599632,1
1,0,19,51,16,13,8,6,0.7208322995523098,257,1.0,0,0.05842228044012295,0.32771997890301474,0,0,21.89072477667192,5,1.6386474235515491,1
1,0,8,13,65,3,4,11,2.0,27,0.0,0,0.26153369555094624,0.6187756225976948,0,1,1.2354804430933857,1,0.9656913944704616,1
1,0,33,139,375,0,33,31,0.8919667858047292,686,1.0,7,0.0,0.11391434324953623,0,0,18.867869775091958,6,1.4060451583002849,1
1,0,6,19,44,3,6,11,1.399456544634199,109,0.4769021558298512,0,0.08047659149126872,0.3082925722583244,0,0,8.850226423530486,3,1.1948770274955522,1
1,0,17,14,28,16,0,10,0.769440509600472,112,1.0,0,0.0,0.3125879727627052,1,1,9.223221948647316,7,1.4691289065566675,1
2,0,9,20,74,1,9,12,2.0,89,0.0,0,0.45466057411066496,0.7862996745217673,0,2,6.124019874909701,1,0.9211527916095016,1
2,0,16,39,0,0,15,1,0.901036439922481,261,1.0,1,0.821428284119537,0.4469685991919433,1,2,49.93175928381609,6,2.2045632706951555,1
1,0,48,21,70,46,1,13,0.8407644007505549,146,1.0,1,0.0,0.24093571014665038,1,1,8.364918511440637,7,1.3397613793816938,1
1,0,21,52,21,1,20,2,0.8216226698994213,315,1.0,1,0.4625821638005591,0.36104571234368854,0,1,39.096148529324395,4,1.9679954173180203,1
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667,1,0.9167,1
1,0,30,133,115,0,30,15,0.8357252477572055,796,1.0,7,0.0,0.1398227987925423,0,0,40.377419096488936,12,2.3241712232588965,1
1,0,9,19,79,2,7,13,1.6922784114658818,94,0.2809631895922303,0,0.42150433745791593,0.7779052883608861,1,2,5.7840505889014,2,1.0570913451165347,1
2,0,4,12,2,1,4,1,1.5247942579617206,39,0.0,0,0.8226898649066391,0.41735598057320444,1,1,11.619856449043017,1,0.6584335943955623,1
2,0,9,19,76,0,9,12,2.0,84,0.0,0,0.538761265069068,0.922923372060424,0,2,5.552943506511001,1,0.9223976882169019,1
1,0,9,35,4,1,8,2,1.3082092528185523,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,1
1,0,16,48,361,13,4,27,0.8747295886444562,383,1.0,2,0.0,0.1705141504585257,1,1,10.630459856913031,7,1.3131109256546902,1
1,0,14,29,0,0,13,1,0.44404784998113267,184,1.0,2,0.23775529965848785,0.5231150984893007,0,0,54.46706110678623,8,3.204388782325346,1
1,0,17,49,42,1,16,3,1.1058647939095203,352,1.0,0,0.0,0.4225745391668514,0,0,35.517639902301774,3,1.7828654842978253,1
1,0,2,14,9,1,0,9,0.7159119630735277,138,1.0,0,0.0,0.4165342871108032,1,1,12.496028613324096,10,1.9290412760480142,1
2,0,5,11,4,1,5,2,1.8233238859869736,31,0.0,0,0.5477654771102853,0.424249291449023,0,0,7.766761140130264,1,0.7205657594054298,1
1,0,22,106,369,4,20,32,0.8857568957515181,635,1.0,3,0.0,0.1382304862065433,0,0,16.961256287945137,5,1.369761889544607,1
1,0,8,23,61,8,0,13,0.7882479813631287,158,1.0,0,0.0,0.31835752836533493,1,1,9.959334903189992,7,1.518135490803931,1
1,0,6,41,116,4,2,19,0.8098909991996571,262,1.0,0,0.0,0.19344092319837156,1,1,11.973471426391363,7,1.457253950988175,1
1,0,8,45,0,4,5,9,0.6525597925592806,234,1.0,0,0.0,0.3093416227342274,0,0,18.02642940646006,3,1.5833,1
2,0,4,10,1,1,4,1,1.8490808570098727,45,0.0,0,0.881651064792537,0.6443565999069107,1,1,19.727021425246814,1,0.5503164422729084,1
1,0,33,60,475,31,6,26,0.8422803650921274,447,1.0,2,0.0,0.1492755456392445,1,1,10.718540096349868,7,1.4805620334892047,1
1,0,16,67,181,5,10,12,0.8712152568379311,548,1.0,3,0.0,0.218887276840439,0,0,26.336776497470762,8,2.27889284955486,1
1,0,15,39,138,13,3,22,0.8431782420585276,300,1.0,1,0.0,0.22724789524192587,1,1,12.096836925345919,7,1.36683014898595,1
1,0,1,5,0,0,1,1,1.8423655862769397,38,0.0,0,0.25794722239859535,0.8108387035323276,0,0,5.522150619568966,0,0.21018972725832868,1
2,0,11,24,67,5,11,12,2.0,105,0.0,0,0.22415533471954313,0.411838088668391,0,0,7.689240011727166,1,0.9177407484118073,1
1,0,17,49,47,1,16,3,1.090626587091574,350,1.0,0,0.0,0.4106887378607389,0,0,31.798824796226974,3,1.6099765994659978,1
2,0,9,20,75,1,9,12,2.0,86,0.0,0,0.5094789674954328,0.8753535397398307,0,2,5.751781684487359,1,0.9219642383547083,1
1,0,24,59,483,22,5,25,0.8434045569157275,437,1.0,2,0.0,0.14960713361274208,1,1,10.693336685588555,7,1.4717913745945337,1
1,0,22,56,23,0,22,4,1.0760772501872538,340,1.0,1,0.0,0.4120953253817125,0,0,40.876601452987416,3,1.4357038647327416,1
1,0,34,60,478,32,6,26,0.8419465938541261,446,1.0,2,0.0,0.14917106076155698,1,1,10.715900477125718,7,1.4815517145079782,1
1,0,20,80,155,2,18,11,0.8653810835193254,540,1.0,4,0.0,0.19621051511356583,0,0,26.83469744912575,6,2.1216874994096946,1
1,0,15,28,0,1,13,2,0.20217107851083738,177,1.0,2,0.0,0.5,0,0,54.4855057922108,9,3.57476001819993,1
1,0,11,42,324,8,3,30,0.9016626098455327,367,1.0,3,0.0,0.16990716102924466,1,1,10.525514987339896,7,1.1952947438806945,1
1,0,23,93,127,0,23,11,0.8849307757559579,758,1.0,5,0.0,0.1997353830679034,0,0,36.50903042832278,8,2.450670952781158,1
1,0,9,23,68,9,0,14,0.7857867227234215,211,1.0,0,0.0,0.36528553974810724,1,1,12.783547921727525,7,1.7271485848497912,1
1,0,27,116,294,1,26,22,0.881084410922274,650,1.0,6,0.0,0.15758806982735632,0,0,23.42772582954773,6,1.8590329991171377,1
1,0,18,48,0,1,17,3,0.6421815071919409,266,1.0,1,0.6416880538058022,0.32874068651942545,0,2,38.93929437582884,4,2.0561768131781215,1
1,0,19,77,147,4,14,6,0.8628252904621938,594,1.0,3,0.0,0.23340098517477958,0,0,31.788994727024843,7,2.650119524110304,1
1,0,10,27,1,0,10,1,1.016249775896472,198,1.0,1,0.728214093218464,0.570798592124845,0,0,48.55430787423507,7,2.2506998324022502,1
1,0,29,94,426,14,17,29,0.86389865868939,547,1.0,4,0.0,0.13421619444081978,0,0,13.800697461594769,6,1.4321795721805235,1
1,0,7,22,1,1,6,4,0.9868015399613248,187,1.0,0,0.5306649799421088,0.5515924284077118,1,1,34.81149258780731,9,2.114267256989306,1
1,0,23,95,125,0,23,11,0.8843814592518168,771,1.0,5,0.0,0.2004559242556143,0,0,37.348569933491675,9,2.49445823207745,1
