LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
3,7,0,4,0,12,4,0.23724167934574314,6,1,0,15,1,0,12,0,0,0,20.422777897964,10.686880574839176,2330.580985581732,0.07068958016356422,48,0.08931041983643578,129.47492060908505,217.90715684433687,0,3,6,13,0.17,22,25,11,11,24,31.376419396622587,17,Y
5,6,1,5,5,11,3,0.22915960298126167,5,1,0,15,1,0,11,0,0,0,26.389342555217777,10.144040235210294,2248.5868765237556,0.07456437769210035,50,0.10084039701873831,124.91946110039024,229.81383505913533,0,2,5,13,0.16087124461579932,23,26,13,10,30,36.61521084388922,17,Y
2,5,4,3,0,8,3,0.19767193879601996,4,1,0,14,1,0,11,0,2,0,21.28657697442853,9.310899591705471,1803.5589360884155,0.061534387759204,45,0.107178129253068,100.19334575396685,195.78900025123653,0,2,4,13,0.144603163277612,19,26,10,9,20,23.924704800475638,15,Y
30,19,10,34,24,32,10,0.13944815981964426,13,3,0,51,4,0,80,0,5,0,198.8181107598591,23.185652155310752,90359.25034927123,1.4050167248180403,621,0.04476588632528188,5019.957465056117,4212.98943867472,0,9,16,42,0.09542642093397649,228,392,85,16,172,39.84095321329476,115,Y
17,2,10,10,66,2,1,0.09692597182367997,1,1,0,18,1,0,10,0,1,0,98.01426497038722,4.943564666951679,1688.722008867002,0.13024169607424002,75,0.23801360415776004,93.817491177728,385.9616806369399,0,0,1,18,0.04951660785151998,32,43,26,7,106,76.68896074943424,20,Y
0,1,1,1,0,0,1,0.48125091610420734,0,1,0,2,1,0,1,0,0,0,9.206529932495428,4.625939652844887,194.46990011569108,0.010937454194789633,12,0.2128123625843689,10.799664551589606,42.285194001920786,0,0,0,3,0.24812509161042073,4,8,3,6,4,50.0,2,Y
29,55,25,7,17,92,31,0.16998184799398025,46,10,0,154,1,0,184,0,0,0,129.71504639708414,50.58616904907139,289888.33237768966,2.0332759982573445,821,0.02,16104.90832981576,6099.751515383543,0,23,46,125,0.13,372,448,130,32,241,17.30750190502618,192,Y
12,18,5,21,11,19,12,0.1972805027387137,8,7,0,48,4,0,42,0,3,0,37.622857427684934,51.8267010623275,108196.18345537785,0.6612201095485476,329,0.02271949726128631,6010.901907409272,1993.028015914928,0,5,9,38,0.13543899452257263,127,202,35,29,88,43.681869417023485,63,Y
17,28,12,14,15,36,18,0.19037593049671855,17,8,0,82,2,0,88,0,4,0,69.60190795203745,54.55420780929674,182432.88126675965,1.1766169365136414,520,0.02,10135.162426265391,3540.723888625778,0,9,18,66,0.13,220,300,69,31,137,34.1581125729137,103,Y
0,3,1,3,0,4,2,0.389947968490108,2,1,0,6,1,0,3,0,0,0,12.888597367353684,3.660312189059352,190.39805220844565,0.015502601575494601,14,0.2804765858205486,10.577255068448782,48.99967786083991,0,1,2,6,0.23899479684901082,5,9,4,6,8,50.0,6,Y
20,21,5,35,7,40,11,0.15650658354327718,19,7,0,48,6,0,49,0,1,0,79.73625894279522,33.36912155634318,55813.42595603873,0.6759065369714017,322,0.03446578886089638,3100.748718245063,2023.8588910704316,0,10,20,39,0.12320526683462174,116,206,41,22,114,47.21120009314375,84,Y
5,6,3,5,6,11,3,0.2275804300627668,5,1,0,16,1,0,11,0,2,0,30.064015322213073,8.710554565875498,1994.5642115650974,0.07457563102950697,50,0.11915126205901394,110.80426812285556,236.36627719620435,0,2,5,14,0.15954141478969838,23,26,14,10,31,37.0937833525573,17,Y
8,1,3,1,13,0,1,0.16288710292447534,0,1,1,4,1,0,6,0,0,0,46.29469521943561,2.378107201581654,279.9790106988329,0.035621440316330785,27,0.41950284774693536,15.551597895705907,113.77426399405365,1,0,0,5,0.06388140743060458,11,16,10,4,32,75.25412201229253,8,Y
8,22,17,11,8,39,11,0.1613445440073313,18,7,0,63,6,0,64,2,3,0,72.84629476681937,21.588238003207447,32979.126485678826,0.5129411439615107,246,0.04932772799633435,1832.1742305301566,1544.0860378135822,0,10,19,53,0.13033613600183283,112,134,55,21,94,23.408828405773406,76,Y
7,14,2,8,7,12,9,0.2181449164491961,4,4,0,43,3,0,34,0,6,0,23.77754784356039,39.62209233861306,36571.249369824334,0.3075183844146425,168,0.020626532034553547,2031.7363183908903,928.8856788018774,0,4,6,35,0.1643857242418748,63,104,20,25,59,32.27533384333698,43,Y
11,37,3,5,16,50,19,0.3269012434682176,14,2,0,60,16,0,52,0,3,0,41.435702250207704,30.323934170833414,37418.843995838106,0.4097081198678852,223,0.03,2078.820637824547,1242.2539038587506,0,18,28,43,0.221579370800997,87,135,27,19,87,29.213030018098912,57,Y
22,1,12,12,88,0,1,0.05,0,1,1,18,1,0,10,0,0,0,119.99802887777018,3.6556981484470383,1600.5321664420408,0.14860754628882406,85,0.2758226388664722,88.91902329255903,437.95425189017527,1,0,0,19,0.01,36,49,29,6,134,90.91,22,Y
22,40,17,11,16,61,24,0.18129682729100868,30,9,0,112,2,0,131,0,0,0,93.84373328067973,56.09090647707572,235965.86788065342,1.5495606333093788,652,0.02,13109.21381477582,4649.527591352353,0,15,30,89,0.13,286,366,93,31,183,26.656503549195925,142,Y
9,1,10,4,36,0,1,0.07355617589597174,0,1,1,13,1,0,10,0,0,0,57.64974796849128,7.3689881433554785,1397.0663520847,0.08522051628607771,58,0.1739972084681272,77.61361826538233,255.32492919708488,1,0,0,14,0.051223307817950536,20,37,14,6,62,37.37270123243023,15,Y
8,22,3,6,10,24,12,0.25515463241364955,7,3,0,43,8,0,40,0,1,0,34.542299072929666,33.963751348601754,38856.4284155757,0.38084059957553057,203,0.03,2158.6896489579485,1152.5828293907239,0,8,13,32,0.18431403283811898,76,126,27,24,68,30.57288690897212,47,Y
8,21,3,12,16,36,1,0.026009999258763655,16,1,1,45,1,0,36,0,0,0,68.59703703456697,17.27881327304611,20114.34356511132,0.38998333456872725,203,0.05899833345687272,1117.466920376548,1171.9296686568896,0,10,18,36,0.015008332715636376,91,111,39,14,75,42.73324701900101,48,Y
0,1,1,0,1,0,1,0.12825412825796084,0,1,1,8,1,0,8,0,0,0,93.31945576627645,3.5109116983877446,1151.9243842255526,0.11065470190326468,71,0.2891270641289804,63.99791222888015,327.7830474831015,1,0,0,9,0.09803589429020595,35,36,20,4,12,1.9839650008597505,8,Y
14,22,2,27,7,40,11,0.1966378968617559,19,7,0,45,6,0,32,1,0,0,26.25553569465182,38.00913294181636,37809.66890742119,0.33017261882946464,185,0.03,2100.5386557914608,996.126769242945,0,10,20,36,0.14336210313824413,67,117,19,22,83,51.84618652960651,59,Y
11,16,5,17,15,10,12,0.2,4,7,0,47,3,0,44,0,4,0,40.31109871659703,57.63698763576576,133810.90501997096,0.769267888684271,377,0.02,7433.941145961281,2321.9559799832446,0,3,5,37,0.13,147,230,39,31,89,42.11,61,Y
10,30,4,14,13,50,15,0.29676299963839475,20,7,0,57,8,0,39,1,2,0,33.535721966009106,34.97254883136397,38729.71346135164,0.37597477248072375,209,0.03,2151.6527026609424,1131.9377125129872,0,14,25,44,0.20157645431534216,82,126,22,19,79,41.47313268261623,54,Y
1,1,9,0,5,0,1,0.08747289848132367,0,1,1,10,1,0,10,0,0,0,18.650909113252496,9.62093477219855,1296.217940775764,0.04631775379669083,42,0.10947663069503624,72.009330043098,145.87772113986728,1,0,0,11,0.07557757234231643,11,31,4,6,20,5.7434699765716175,11,Y
4,8,5,0,7,12,4,0.3063419484499783,4,2,0,20,3,0,15,0,3,0,30.721885849225266,10.028219254814452,3083.6965424307405,0.0984322636214193,61,0.09947742120713977,171.31530540406416,307.7531015826704,0,3,6,17,0.16052257879286025,23,37,17,14,31,33.33,16,Y
9,16,2,15,8,21,9,0.2058120668092584,9,5,0,42,3,0,31,0,4,0,23.300834905385358,39.54617202566651,36386.7770712039,0.3041879331907416,169,0.024187933190741612,2021.4879379594838,920.4926385684512,0,5,10,34,0.1516241336185168,63,106,19,23,67,41.52841836437222,47,Y
33,56,37,2,84,96,10,0.049023668644307676,46,3,0,196,1,0,168,0,1,0,117.81288757602633,57.752435896866665,379093.67601380777,2.2084536489270974,924,0.02,21060.759268135058,6619.735956643449,0,24,48,167,0.03382051282506665,389,535,112,32,295,34.14804930847684,170,Y
14,23,3,30,4,43,12,0.1926917903501927,20,8,0,48,7,0,35,1,0,0,28.38643321089594,37.43300139112814,39674.45678495154,0.3538492578988438,193,0.03,2204.139736146041,1061.0638979972289,0,11,21,38,0.1473082096498073,69,123,21,23,86,49.49430704871485,65,Y
7,12,3,9,7,10,8,0.20682050538453192,4,4,0,33,2,0,34,0,0,0,34.11748186653497,36.05542917533164,40826.97809233214,0.38581001511379975,200,0.030374058190055064,2268.166487951582,1165.553302846598,0,3,5,26,0.15756862176464206,73,126,27,26,60,32.87817549593359,43,Y
0,1,3,0,0,0,1,0.11973879750223008,0,1,1,8,1,0,8,0,0,0,72.40294008385358,5.1674454058876105,1172.3523313309547,0.09204289562890265,63,0.2412592881355929,65.13162464585193,274.5497806904546,1,0,0,9,0.09486939875111505,28,34,15,4,10,0.0,8,Y
7,1,5,4,30,0,1,0.10233396811792596,0,1,1,11,1,0,8,0,0,0,103.05968608116339,3.5345825398525927,1292.4361544035155,0.12383301594103702,75,0.28654174601474075,71.8038465497525,364.9229711460882,1,0,0,12,0.0688757141326667,35,40,23,4,52,31.43898697999189,12,Y
33,11,10,41,24,18,7,0.07169562124155843,8,2,0,43,1,0,81,0,5,0,211.1507666777101,27.880088003920452,112636.4814682531,1.547845296223052,678,0.0440570710172078,6257.580516502225,4645.505926385123,0,4,9,38,0.049809763275974014,248,430,92,18,182,44.30721248623831,122,Y
4,7,2,5,1,12,4,0.24,6,2,0,15,1,0,12,0,1,0,22.900894136106455,9.692004618142585,2133.561592741176,0.07,48,0.10130660509143219,118.52740701269151,220.3976088714239,0,3,6,13,0.17,23,25,13,11,24,33.33,17,Y
12,16,1,17,15,22,4,0.09504945186363294,10,1,0,33,1,0,28,1,0,0,48.43260477520236,20.0760938566005,17351.294935348113,0.30350784760390054,164,0.04927864973376672,963.9614827373287,906.28721029227,0,6,11,26,0.0528854010649331,73,91,29,15,75,54.654901650100236,46,Y
4,9,5,0,7,12,5,0.3083203197778922,4,2,0,21,3,0,16,0,4,0,30.89003424176731,10.359731514234749,3293.450850048065,0.10083984011105389,62,0.09832031977789224,182.96836500563114,315.0900744960998,0,4,6,18,0.16027994670368464,24,38,17,15,31,32.863608791661406,16,Y
12,28,2,16,12,43,14,0.2548061818224947,16,4,0,50,10,0,39,1,1,0,31.780113636941252,34.96891599972213,36738.246015313445,0.35306200000338867,197,0.03,2041.0119276386254,1070.992084919336,0,13,22,37,0.17523254545731803,75,122,22,20,83,43.20977127188996,56,Y
8,4,4,4,30,7,2,0.14757404418697717,3,1,0,16,1,0,15,0,0,0,49.19198813526076,9.63977975400728,2481.3584838091692,0.10097038232520913,63,0.13941608325475918,137.8548079469177,298.43059177503585,0,1,3,15,0.11407898046610901,24,38,15,9,62,35.026092425978604,20,Y
3,7,0,4,0,12,4,0.23543616860448266,6,1,0,15,1,0,12,0,0,0,20.30677383283801,10.783024021811297,2357.850968440045,0.07114095784887935,48,0.08885904215112066,130.9901954986879,218.41585949568702,0,3,6,13,0.17,22,25,11,11,24,30.097666414124845,17,Y
12,19,2,22,9,33,10,0.20151246828734937,15,5,0,41,4,0,30,1,0,0,25.271857558042143,38.17481931821989,36725.24397433841,0.3175623414367467,179,0.03,2040.2914999597212,963.1089072384028,0,8,16,32,0.1430249365746987,66,113,19,21,77,50.643567230819386,53,Y
0,2,7,1,0,2,1,0.12379753949268527,1,1,0,11,1,0,11,0,0,0,15.381549990115309,9.783695747246814,1436.0879741138147,0.046759507898537056,41,0.10225316929951235,79.77938674647869,148.4552101376132,0,0,1,11,0.10027852369561116,12,28,5,7,15,7.509813275274666,12,Y
8,38,6,8,13,60,19,0.36227766789173144,23,9,0,70,11,0,48,0,3,0,41.28522941472024,32.126341298392354,41679.414141211746,0.4374130004793732,236,0.03,2315.5274522895415,1307.606491771506,0,18,30,52,0.24737433402576128,95,140,27,18,80,31.27644054852781,57,Y
19,2,11,10,76,1,1,0.08883982496130416,0,1,0,18,1,0,10,0,0,0,95.85026495072077,4.896303652953173,1926.0843614234416,0.13402464231364553,81,0.22759240867617067,107.00215794120592,411.4384750307288,0,0,0,18,0.03240759132382934,34,47,25,7,118,82.30847261049271,21,Y
1,3,1,4,0,4,2,0.27806113941412625,2,1,0,6,1,0,3,0,0,0,16.316941361810564,3.4102010189085448,198.32622917213212,0.01561222788282525,16,0.3189798981091455,11.018044464582871,54.97118276868751,0,1,2,6,0.177346734593903,6,9,5,5,11,64.62444446654345,7,Y
8,2,4,2,12,3,1,0.18485399949763937,1,1,0,8,1,0,8,0,0,0,46.6713793171587,3.310235450663577,376.6452653479257,0.04093563645497465,31,0.32374254581989864,20.924581024364493,129.35863309578173,0,0,1,9,0.12008790861138305,12,18,11,5,34,59.195978312847615,11,Y
36,62,29,9,19,108,34,0.14622773537569392,54,10,0,174,1,0,214,0,1,0,171.91185007965586,42.845858249926565,311068.87313101755,2.3773664122541636,945,0.023443066156076525,17281.606203007243,7131.179396855804,0,27,54,142,0.11852311281307826,428,516,155,31,282,13.167577924199293,224,Y
9,5,2,6,4,8,3,0.0911888245320452,4,2,0,16,1,0,32,0,0,0,39.925871890882426,21.844825383313207,18962.165298640077,0.28881117546795476,171,0.048601396933494356,1053.4567395894117,869.9279994531701,0,2,4,15,0.06419580919951695,67,103,20,13,54,23.423853731135168,38,Y
17,30,13,13,15,40,19,0.18891257212833937,19,8,0,87,2,0,95,0,3,0,74.02234774331892,54.129102203282585,189901.18886827803,1.2384438275776626,542,0.02,10550.068424451945,3725.6378762896866,0,10,20,70,0.13,231,310,73,31,145,32.94901272104038,109,Y
15,10,2,21,13,10,6,0.1505264293339998,4,6,1,36,1,0,22,1,1,0,31.321919866842066,22.50519294155299,15268.209721519546,0.23218030514200028,134,0.04135336723800003,848.2325450928955,688.0051171526159,0,2,5,31,0.08458653104799987,57,76,19,15,74,61.35572800027097,43,Y
1,1,0,3,2,0,1,0.25,0,1,1,2,1,0,1,0,0,0,16.88952169334058,2.3561752645844654,93.99747293151552,0.01,13,0.4258432980554046,5.218286640423685,39.83390330795221,1,0,0,3,0.11,6,7,4,3,9,83.33,4,Y
12,4,7,8,40,6,2,0.15327226129510274,3,1,0,16,1,0,11,0,1,0,62.337226304884844,6.739432615406935,1877.618797749798,0.10195232478601479,64,0.17390464957202956,104.30816979006136,316.8772225778429,0,1,3,16,0.09696611477482336,28,35,19,8,74,59.61306944541044,19,Y
4,7,2,5,1,12,4,0.24,6,2,0,15,1,0,12,0,2,0,24.337377842810614,9.162588018620166,2036.568942264672,0.07,48,0.10836549308506443,113.1379460295533,222.43762750158362,0,3,6,13,0.17,23,25,13,11,24,33.33,17,Y
8,40,5,2,17,58,20,0.3766640513222925,18,5,0,68,15,0,53,0,4,0,44.074520238150306,29.938300641528656,39550.993395486505,0.43833202566114626,237,0.03,2197.2770401993976,1320.1166654359229,0,19,30,49,0.25291503207643284,96,141,29,18,83,26.23003138413249,55,Y
3,8,3,0,4,12,4,0.2566834084156948,4,1,0,18,2,0,17,0,2,0,24.85777419552688,11.294139086637225,3013.8829554823606,0.09030607425739906,57,0.09030607425739906,167.4392543415668,271.86586818058055,0,3,6,15,0.1648469628713005,21,35,13,13,28,19.59855418560577,17,Y
14,9,2,19,11,8,6,0.14673803678693795,4,6,1,32,1,0,23,1,0,0,30.621378838187894,22.712781824795908,15692.983059015129,0.23326196321306206,137,0.04165774540163276,871.8316464705081,692.9759838152092,0,2,4,28,0.08502676379510173,57,79,18,14,70,54.96886264038238,42,Y
6,42,7,2,16,64,21,0.40751057381006495,23,9,0,75,12,0,51,0,4,0,44.29026768616431,30.83622015567815,41871.84672287684,0.45511283323002544,246,0.03,2326.2181512709353,1360.707956671546,0,20,32,56,0.27294075911003673,102,144,28,17,78,26.914415099533738,53,Y
6,17,2,7,8,18,10,0.241505171989061,7,5,0,47,4,0,35,0,6,0,25.876557589677812,38.8267581479401,37319.26095332632,0.3240039405630941,176,0.021500246285193383,2073.293414169462,976.2980633361144,0,5,9,38,0.17800295542232059,68,108,21,24,61,31.608829078075793,43,Y
6,10,4,0,4,17,5,0.2631684363869624,8,3,0,25,3,0,22,1,4,0,36.3846404338211,9.698939948201902,3406.850206281649,0.11338044674658217,69,0.1,189.2713182260353,351.9747796376056,0,4,8,21,0.11316843638696242,31,38,20,12,56,18.19671472961557,22,Y
13,3,7,8,47,5,2,0.1378361565901154,2,1,0,17,1,0,10,0,1,0,69.0413703062299,6.3299696274430595,1853.3256186504016,0.1076393107299575,67,0.18527862145991497,102.95872926822008,333.601835812415,0,1,2,16,0.08396728976009715,29,37,20,8,83,64.29102159758503,19,Y
0,1,4,0,0,0,1,0.11352937833661966,0,1,1,8,1,0,9,0,0,0,59.93287404451643,6.176476020299305,1192.3171663031835,0.08117641208908441,58,0.21176454709894338,66.24000596691339,243.6998339209106,1,0,0,9,0.09176468916830983,24,33,12,4,11,0.0,9,Y
16,5,18,5,20,8,3,0.06047079598547138,4,3,1,39,1,0,43,0,2,0,80.55105577030496,15.87342995731859,17872.407004809982,0.3881168160581145,205,0.06952920401452863,992.9146135415925,1171.0955989443682,0,2,4,38,0.040470795985471375,83,122,38,13,88,33.526609249576126,49,Y
11,19,3,21,4,29,11,0.1990913626118619,13,7,0,46,5,0,35,0,3,0,26.494378558834825,38.521892105733485,38928.14022358446,0.33818023085848337,183,0.025454318694069056,2162.6771335452954,1014.6736579466776,0,7,14,37,0.15454568130593094,66,116,21,24,74,40.96238168976124,56,Y
8,5,1,5,3,8,3,0.08498184847055085,4,2,0,18,1,0,33,0,1,0,42.46590341177171,21.372750624705112,19346.062755390445,0.3043954204706303,176,0.04937726894118115,1074.7827232780053,906.2980877229509,0,2,4,16,0.061868193176456567,70,105,21,13,52,19.899067200214063,38,Y
22,104,38,38,33,114,6,0.10250052975406634,49,4,0,269,2,0,304,0,3,0,64.55874444211035,127.52036873599845,1842500.4933095044,3.334236067468056,1268,0.010250052975406635,102361.14994770022,10005.45226682226,0,32,57,201,0.06662534434014313,456,812,115,64,400,29.552068232323744,342,Y
1,4,1,4,0,6,2,0.29032018086164196,3,1,0,8,1,0,4,0,0,0,15.75841397434961,3.8224870536040374,238.51391752613688,0.018064036172328393,17,0.2787192765534321,13.253030993770011,60.071177731715906,0,1,3,7,0.20676843406794077,6,11,4,5,12,56.452567437629455,8,Y
9,14,4,13,11,10,10,0.20459239877596958,4,6,0,41,3,0,38,0,2,0,35.666649696248214,47.70596257046388,90257.56375015328,0.5817116501852472,291,0.02459239877596958,5014.310809186429,1756.8417393268805,0,3,5,32,0.14377719632790875,112,179,33,29,74,37.76559075793278,52,Y
0,1,8,0,0,0,1,0.09207826310217074,0,1,1,9,1,0,10,0,0,0,16.85367187493438,9.662282245897256,1261.2878645607454,0.04363696042879879,41,0.109871749735311,70.06903003626252,137.12533065735977,1,0,0,10,0.08103913155108537,11,30,3,5,12,0.0,10,Y
14,8,2,18,10,8,6,0.14290225595072265,4,6,1,31,1,0,23,1,0,0,31.263872128253954,22.652847749230045,15918.726432788071,0.23709774404927736,139,0.042137218006159674,884.3732113871185,705.1948636689731,0,2,4,27,0.08358834598152098,58,81,18,14,69,52.79061859801662,41,Y
6,9,2,4,5,12,5,0.23187725960776231,5,3,0,25,2,0,20,0,4,0,19.57506979260252,22.86409546474952,10234.286681169182,0.1481227403922377,89,0.04,568.5698156205102,447.5649325375705,0,3,6,22,0.15389089742912207,37,52,14,17,38,25.898502135291707,24,Y
8,19,2,7,9,20,11,0.24362070853544504,6,4,0,47,6,0,38,0,6,0,27.836037490531282,37.50172256651142,36774.30515048594,0.33103450018656466,180,0.022586208348880386,2043.0162152561556,1000.9057430297031,0,7,11,37,0.17810345844216272,69,111,22,24,65,31.10344740736953,46,Y
0,4,1,4,0,6,2,0.3329412706864592,3,1,0,8,1,0,4,0,0,0,14.638702989925704,4.002352375881245,244.6883808617506,0.018352936465677042,17,0.25482357180890663,13.595759717151987,59.602923652318594,0,1,3,8,0.23329412706864594,6,11,4,6,11,50.0,8,Y
5,7,5,1,7,12,4,0.31442472729497584,5,3,0,18,3,0,12,0,3,0,46.44074455833608,4.395491366413662,772.1683100132606,0.06,40,0.2593451636230145,42.895278214589545,177.641701235447,0,3,6,15,0.2410290285924058,16,24,13,7,29,31.883858656353386,13,Y
7,36,7,4,16,52,19,0.36648533125149974,19,9,0,69,10,0,50,0,5,0,44.003489411110834,37.01608704214638,64155.722603489514,0.5354070332365232,280,0.02756751505688635,3564.2107151972073,1606.2687682551768,0,16,26,52,0.24351272585329528,114,165,31,20,80,29.699275306706387,54,Y
7,1,4,0,12,0,1,0.10403070702480313,0,1,1,8,1,0,10,0,0,0,83.61430980157378,2.980614140496063,790.7897619697176,0.08403070702480313,55,0.3471324445454331,43.93210129909818,253.73529264077075,1,0,0,9,0.058449131239685016,25,30,18,4,32,35.09490252668104,10,Y
10,33,3,4,14,43,17,0.31336543436040737,11,2,0,56,14,0,50,0,3,0,40.47532311750306,30.887534353415397,37954.96698112021,0.40770712355095723,220,0.03,2108.6059705137573,1235.4526225929276,0,15,24,40,0.21565831080945014,85,134,28,20,81,27.89519001942126,54,Y
10,12,4,13,9,11,8,0.18923111328584694,4,4,0,34,2,0,40,0,0,0,57.227873743960146,34.42582373089464,47859.85958353306,0.5285944921501837,258,0.03244339843695918,2658.8817239799187,1592.9289706890881,0,3,5,27,0.14411791015976533,94,163,35,25,76,34.1404730465451,53,Y
6,42,7,1,17,64,21,0.4103665483961223,22,9,0,75,13,0,52,0,4,0,44.887592980056446,30.35958185495153,41397.24988768798,0.4551832741980612,246,0.03,2299.8505900435985,1363.087349205056,0,20,32,55,0.2739790927475765,102,144,29,17,79,25.82560141924653,53,Y
4,7,1,4,1,13,4,0.24,6,2,0,16,1,0,13,0,0,0,22.969709037407615,10.411872640795547,2451.48902873121,0.07647107874769965,51,0.09129421574953993,136.19233171603918,237.09327793665344,0,3,6,14,0.15964627400368056,24,26,13,11,29,30.402483974540676,18,Y
4,1,2,2,7,0,1,0.2094046440651383,0,1,1,4,1,0,3,0,0,0,30.960481207283895,2.4238796211381537,187.09699271165772,0.021939810569076963,19,0.4152240757723692,10.390098257549187,76.09573852072907,1,0,0,5,0.08850834097566146,8,11,7,4,19,79.56657170862694,6,Y
0,3,1,3,0,4,2,0.3902478688361976,2,1,0,6,1,0,3,0,0,0,12.441688262873175,4.412082491765064,235.43492184338564,0.01548760655819012,15,0.22646281967457035,13.07929088565325,54.056438166037836,0,1,2,6,0.23902478688361978,5,10,4,6,8,50.0,6,Y
11,16,4,17,15,10,12,0.2,4,7,0,42,3,0,44,0,0,0,34.639761856277566,65.07231890414445,146631.44566860917,0.7503002068771825,374,0.02,8146.187081658359,2253.4541971369445,0,3,5,32,0.13,143,230,34,31,89,42.11,61,Y
10,5,8,4,9,8,3,0.07316037428929971,4,3,1,23,1,0,37,0,0,0,55.176028014892864,19.688788419133818,19005.94547887652,0.32963837807970126,187,0.056839625710700295,1055.8897488264734,996.4002294380998,0,2,4,22,0.053160374289299706,74,113,27,13,63,22.833524598883443,41,Y
1,4,1,4,0,7,2,0.298641628938722,3,1,0,9,1,0,4,0,0,0,15.665213755886313,4.147023528610158,270.7911503275149,0.019728325787744402,18,0.24543348424511197,15.047135199188466,64.93589627757689,0,1,3,8,0.22673990945293282,6,11,4,5,12,50.90549014944791,9,Y
2,7,0,0,0,12,4,0.2026081836504197,6,1,0,15,1,0,19,0,0,0,19.391471865519076,12.466561675267265,2935.5814373641033,0.08260818365041968,53,0.08130409182520984,163.09171029545502,237.72295245842517,0,3,6,13,0.16478363269916066,20,33,9,12,26,5.37231821609741,20,Y
18,7,12,14,20,8,5,0.10896754855064339,4,1,0,34,1,0,33,1,0,0,61.83553432686482,18.308522114485413,15845.892094263805,0.3174255891305899,170,0.05855725507249331,880.3282493000826,953.7885325888883,0,2,4,31,0.06216411739126003,70,99,31,14,89,53.151782757231494,48,Y
8,5,1,5,3,8,3,0.08726238353107518,4,2,0,18,1,0,32,0,1,0,42.0383030879234,21.419786660328427,19211.28313331346,0.3018298185275404,175,0.0490922020586156,1067.294871473656,898.5288749055096,0,2,4,16,0.06272339382415319,70,104,21,13,53,21.194126047709325,38,Y
8,14,3,8,11,25,1,0.04767789212283715,11,1,1,33,1,0,35,0,0,0,57.842539543031826,19.041135225990754,19916.208741446757,0.3538701797952714,193,0.055387017979527144,1106.4596308015987,1065.031119211983,0,6,12,27,0.03306491010236429,82,110,32,14,65,32.43377527761141,44,Y
11,7,2,12,7,8,4,0.11982500064274322,4,4,1,25,1,0,27,0,0,0,35.12931239234051,22.292265635042863,17276.869062173275,0.2601749993572568,153,0.0450218749196571,959.8271822734707,778.7074604525415,0,2,4,22,0.07493437524102871,62,91,19,13,62,39.685622239997805,40,Y
13,1,6,1,21,0,1,0.12429895398178484,0,1,1,7,1,0,10,0,0,0,67.91865579687887,2.7288779289058884,438.4742671352393,0.05472631500216847,38,0.37995999700824024,24.356172384680033,171.7489576783944,1,0,0,8,0.04425895099002504,15,23,15,5,48,65.716827091762,11,Y
0,1,0,2,1,0,1,0.3358049738189265,0,1,1,1,1,0,1,0,0,0,13.577503403235337,3.0805921465672084,117.7839793180986,0.01,12,0.36105942408658764,6.540378795740823,37.65321884812637,1,0,0,2,0.15805078533859884,5,7,3,4,7,71.89048089046072,3,Y
9,22,15,13,8,39,11,0.16711587357599098,18,7,0,60,6,0,59,2,3,0,65.6191473144653,24.113194689496055,33463.12316879815,0.48264166372604733,236,0.04644206321200452,1859.062854990542,1454.0143400679026,0,10,19,50,0.13177896839399775,105,130,50,21,92,27.9537504410929,73,Y
0,4,2,0,0,6,2,0.24412600225226871,3,2,0,13,2,0,9,0,1,0,69.95274334496665,4.196168613738839,1056.6757113682313,0.09097899962462189,59,0.2519579992492438,58.70452630930865,267.45888585397057,0,1,3,12,0.19510500187689056,27,31,16,5,12,5.436201907283065,10,Y
16,27,11,14,15,34,17,0.19102447403701311,16,8,0,80,2,0,85,0,4,0,67.64282005269268,54.74260970775231,179123.01352926067,1.1492159719361965,510,0.02,9951.280876285677,3458.7721433794227,0,9,17,64,0.13,215,295,67,31,134,34.69397167308207,100,Y
0,1,1,1,0,0,1,0.49289533078016234,0,1,0,2,1,0,1,0,0,0,9.728113345049017,3.042628015319026,92.35613173151242,0.010355233460991884,9,0.32680289885107305,5.1261922351904055,29.851468474889806,0,0,0,3,0.24928953307801624,3,6,3,6,4,50.0,2,Y
