LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,2,0,0,1,1,1,5,7.397943541476552,5.051436946469466,180.7975158357721,0.01113464602017448,11,0.2013464602017448,10.044054291760633,36.200939781664665,3,8,2,7,7,Y
8,17,0,0,9,5,8,31,36.069370240714136,34.8986369853418,43588.172575092045,0.41621638048814363,211,0.03,2421.56280572029,1252.0153517668577,79,131,32,28,42,Y
1,3,1,0,2,2,1,11,10.32601935406919,13.620210971013428,1880.4645140970233,0.0505150358293118,35,0.0710300716586236,104.4751935569647,138.81018651591876,10,25,4,11,16,Y
2,11,0,3,6,5,1,43,41.33902853353453,16.243367924509435,10904.232914231967,0.22016275031878685,133,0.0600406875796967,605.792948721238,671.3432504932159,50,83,20,13,52,Y
7,36,0,7,18,18,11,62,44.63488426119101,28.85554964797791,36578.10316678964,0.4294980962951495,233,0.031117423093547,2032.1156073301918,1274.2287679446952,79,153,25,18,80,Y
0,1,0,0,1,1,1,4,12.92241710301889,2.8685177783955043,103.47645945413917,0.01,13,0.3484075110246294,5.747260088197034,36.43475669779293,3,10,2,4,6,Y
8,9,0,5,5,3,1,34,43.28883293143451,17.761846811759842,13223.62117980024,0.24729578850824946,137,0.055459157701649886,734.6473416027978,752.3516172301677,56,80,27,16,51,Y
12,7,0,0,4,4,1,19,18.883248105849184,15.720712864497198,4600.637997473942,0.09705831483878695,59,0.06705831483878695,255.5875030993767,294.11941455519565,24,34,13,17,33,Y
1,2,0,0,1,1,1,12,35.19680213981835,5.442225741850087,1041.6430741408037,0.06,43,0.17968651943974134,57.867931147791296,191.47473269016461,18,24,13,8,16,Y
2,7,0,0,4,1,1,22,26.300180971489254,11.676955325539348,3469.1008562004276,0.09935909969474882,62,0.08623939979649922,192.72841650559627,300.29007639354705,27,35,14,12,29,Y
1,12,0,1,6,6,1,37,42.16740899814046,18.631919906297878,14304.591535771311,0.26021783245424246,148,0.056739277484747476,794.6959126030603,773.9417790655907,53,95,21,15,43,Y
1,6,0,0,3,3,3,8,17.094220161263042,9.668169712461106,1594.2296197901585,0.05133131294689159,38,0.10133131294689159,88.56564453370447,164.9875170667813,15,22,8,11,11,Y
4,3,0,3,2,2,1,28,34.48413192930906,13.0,5827.61713163316,0.15,90,0.08,323.75471659717476,448.2801758504672,36,54,18,13,38,Y
0,1,0,0,1,1,1,9,24.539510387583753,8.056864865951182,1571.319834677146,0.06426091475046941,43,0.12426091475046941,87.29444490410515,195.95509560194486,17,25,12,11,12,Y
7,25,0,2,13,11,4,64,40.59362093874896,28.767404810377382,33183.53354585054,0.38335458505426184,202,0.032225764175710304,1843.5289030567028,1158.0904831049456,83,118,31,21,76,Y
1,2,0,0,1,1,1,18,49.05153411406444,5.894256161686873,1457.7042173350478,0.08413393592182992,58,0.17826787184365983,80.98056018884033,261.16651462524817,20,37,14,7,23,Y
11,31,0,3,16,13,10,97,59.31947526264684,33.57539401707672,66863.94012346947,0.6610810309122322,334,0.03,3714.6628446944655,1991.1615073871528,138,195,42,20,117,Y
1,1,0,4,1,1,1,7,21.742916131566396,5.566959926672429,670.7444567160708,0.04,29,0.18146604821692025,37.26137328075496,120.72441184321119,10,19,8,8,17,Y
1,10,0,0,6,5,1,45,51.58578452501014,11.091252552324015,6216.368350879088,0.18973347662615214,111,0.08973347662615215,345.35851208985565,564.0604417007486,48,62,22,10,50,Y
1,10,0,0,5,4,4,31,37.97779403236632,14.150256492869906,7599.556327891813,0.18,106,0.07,422.1974814715662,537.1099168652485,43,63,19,13,36,Y
1,6,0,0,3,2,1,18,24.070802699524492,14.679015273890972,5114.977960980438,0.11581305417226782,72,0.06581305417226782,284.1680258563231,350.15657627856586,27,44,13,14,24,Y
2,3,0,0,2,1,1,13,17.93593276288108,9.274579853710641,1491.1252944301223,0.05273722956021992,39,0.10547445912043985,82.83915970742127,162.31205136586715,15,24,8,9,17,Y
5,21,0,3,11,11,4,51,44.83234513508152,20.491874010976552,18830.608208140788,0.30880359968638416,175,0.05,1046.1446107634467,918.7966487419471,60,115,22,15,62,Y
3,1,0,8,1,1,1,14,24.505693794318464,11.439050022941613,3106.800533816487,0.09289944418953765,64,0.08526629612635843,172.59611117912414,274.8828732345431,22,41,9,9,29,Y
1,5,0,0,3,3,1,21,30.20645416754316,10.903078391665973,3583.5688022311024,0.11092306293651454,68,0.09092306293651453,199.08508730110623,328.85320117366473,22,45,14,14,26,Y
10,21,0,3,11,10,6,55,53.81500153458076,27.43898716700263,39790.268278561525,0.4867300135060844,253,0.03408111261178716,2210.5746776360506,1459.2834422134592,97,155,36,19,71,Y
3,6,0,0,3,3,2,21,33.14434983988935,10.317729159035329,3509.0956555766948,0.11649781753299686,68,0.09649781753299687,194.9486193905163,340.6493818998214,25,43,17,14,27,Y
1,1,0,0,1,1,1,4,14.331950024419314,4.7081811955832,307.00494123858357,0.022918188044168,17,0.21459094022084002,17.055482085899225,65.95928343596896,5,12,4,8,7,Y
11,32,0,2,14,11,5,68,87.84354396185293,37.73766390350861,121381.57185800848,1.0770667180742584,484,0.02481666987964115,6743.420740258302,3243.9216048107496,179,305,72,31,86,Y
0,1,0,0,1,1,1,12,27.10319557263767,3.2052640952596563,277.7589145064957,0.03,21,0.31133962770366763,15.435075264149628,86.65645319466407,13,7,11,5,23,Y
4,5,0,2,3,3,1,24,44.778184933271206,9.642676714893044,3767.660128723136,0.1376949381422004,83,0.10474578178516701,209.31278492906313,404.1411230894986,32,51,17,10,34,Y
3,6,0,0,3,3,1,33,41.95885042435398,12.793558951822861,6855.898680200089,0.18,108,0.08,380.88451780795003,536.1431804114915,43,65,19,11,38,Y
5,24,0,2,12,12,3,68,39.87562477320044,28.89748635448359,33143.28752782534,0.37990757587057294,207,0.03330252529019098,1841.290795429121,1148.657385206234,79,128,27,20,77,Y
3,5,0,6,3,3,1,24,34.14440701899626,12.016219262204691,4923.39513525071,0.1343445184448827,82,0.08,273.52265317649614,409.9657261817926,31,50,18,13,36,Y
0,1,0,0,1,1,1,2,7.632160847883949,3.0,68.68944763095554,0.01,7,0.33,3.81734883481134,22.896482543651846,1,6,1,6,4,Y
3,7,0,0,4,3,1,26,29.13070898380782,17.666044854573528,8447.230309194403,0.1637919165287433,103,0.061895958264371664,469.28979206519637,489.66207121694003,37,65,14,12,34,Y
2,5,0,0,3,3,1,23,23.06062857639885,14.581205413470846,4526.761335317143,0.10714419075615031,67,0.0714294605041002,251.48697926724557,318.89732119108714,26,40,12,13,27,Y
2,8,0,0,4,4,2,32,34.367631784170165,13.212401434053252,5985.682802685842,0.1474097386091067,90,0.07740973860910669,332.5398277817741,453.40697000238106,35,55,18,13,37,Y
9,24,0,8,13,12,7,98,62.457586880890645,31.359322571624453,57958.619840286876,0.6311109191528002,311,0.027671948531085715,3219.925067548618,1887.4004501384288,124,186,44,21,118,Y
3,7,0,2,1,1,1,23,30.2142060964139,8.927227160053658,2336.031866676744,0.0853162894436992,57,0.1153162894436992,129.78153832804966,264.12456286239825,22,34,13,10,31,Y
4,9,0,3,5,3,1,43,50.547993012374626,14.761576686113404,10909.009536661031,0.24976846627773192,139,0.06744211656943298,606.0595479450411,741.4587071947941,55,84,25,13,54,Y
4,13,0,2,7,6,1,51,66.60941219819632,16.324814335380285,17460.877094378193,0.36086236562581453,189,0.06,970.0505713324402,1075.658207628979,67,122,34,16,59,Y
1,3,0,0,2,1,1,14,17.43361665203271,7.154250388277548,892.6109102571454,0.04,31,0.14,49.58885616853891,124.7386962882725,9,21,6,9,18,Y
2,1,0,1,1,1,1,7,22.999932481200457,3.7518618064193445,316.03193916798665,0.03,22,0.2700111446436012,17.55610921750729,84.95979809453931,7,14,7,7,12,Y
10,27,0,0,14,13,8,57,52.21781570861386,25.379428722720057,33625.50327129222,0.4404457021823954,228,0.04,1868.0865087242644,1325.011606000258,91,136,36,20,70,Y
6,12,0,0,6,6,1,29,35.69755896461154,16.240384832910728,9365.661002191851,0.18834217356613292,117,0.05917108678306646,520.3056974408607,577.707295439083,47,70,18,12,38,Y
0,1,0,0,1,1,1,4,8.843469259014448,3.396277590972907,97.60807706493891,0.01,10,0.29829779272216744,5.420354158758949,29.198676889594246,3,7,2,4,6,Y
13,18,0,13,9,8,6,72,77.95589813104793,20.190204315105568,29980.94845585043,0.5045496252590166,247,0.05127328336786888,1665.6037323648368,1514.942810942107,103,143,50,19,101,Y
2,7,0,0,4,1,1,22,24.85936018479235,11.963294215057104,3470.226818287894,0.09593672252919797,61,0.08395781501946532,192.7911600869647,292.3695548400739,27,34,14,12,29,Y
5,24,0,8,12,11,6,85,70.72790235231611,17.837734555490773,22474.581422718526,0.4188950334377135,213,0.059779006687542706,1248.5915492680847,1260.644161670287,82,130,41,18,101,Y
3,7,0,2,4,3,2,21,31.670884649195422,12.195062012045973,4440.908669142262,0.12668015115927755,77,0.0811201007728517,246.71665495794633,371.3330955504982,28,48,15,12,29,Y
2,19,0,2,10,10,1,63,59.17893664027658,17.246478112822764,17290.693342382216,0.33613431941387917,185,0.06322686388277583,960.5961175287962,1008.2769970202321,68,117,28,14,73,Y
1,7,0,0,4,1,1,21,23.253188120276395,12.295945039132908,3462.0402749980476,0.09130202349894517,60,0.08173603133192692,192.3366578327897,282.7222598571847,27,33,13,11,28,Y
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,41,Y
0,1,0,0,1,1,1,5,14.038252448325505,3.4191157152786595,161.15046766703537,0.02,13,0.29889727131934746,8.95080621562619,47.32067897686714,5,7,5,6,9,Y
1,1,0,0,1,1,1,13,58.33446742615867,3.673809254457299,688.5255670341129,0.06241029496032277,41,0.28711127816139864,38.25071764031742,196.7225048933355,19,21,18,6,20,Y
6,23,0,19,12,12,2,85,52.13121033801159,30.768734220302935,49361.97133393136,0.5369541112310665,285,0.03,2742.330508354238,1604.1103787127295,99,186,30,18,112,Y
5,27,0,3,14,14,1,87,53.23928503461395,30.165260728253863,48440.821058465335,0.54,274,0.03,2691.158224504636,1605.9087045079789,108,165,37,20,98,Y
1,1,0,0,1,1,1,14,62.47597951428398,3.4907145613285238,695.8936627187337,0.06667569136181495,44,0.29839199385179715,38.66038967230318,205.74356123084462,20,24,18,6,21,Y
3,9,0,1,5,4,3,38,37.3554558675458,16.6669430120716,10368.518593401466,0.20783190893413508,120,0.06,576.0244129920442,622.205658287718,42,77,20,16,45,Y
2,4,0,0,2,2,1,14,16.47573452847906,7.558259079740855,922.6188689993278,0.04,31,0.1358898789367886,51.258464696895125,122.7271784520889,12,18,7,8,19,Y
3,10,0,0,5,2,5,17,17.625341153007803,19.760777938955886,6864.16508470123,0.12025011749823775,70,0.05012505874911888,381.3397222960406,347.62455871912005,25,45,12,18,23,Y
2,6,0,0,3,3,1,25,32.15378019080322,11.878403601672142,4468.879299926611,0.1260614988827237,78,0.08303074944136185,248.2733953016646,378.01418728530734,29,49,15,12,31,Y
1,3,0,0,2,1,1,9,20.9154879166938,8.46382549793431,1455.777420276055,0.0561579816862078,40,0.11847394505862341,80.87280402144098,173.5379318423198,16,24,9,9,12,Y
3,11,0,3,6,6,1,45,50.559189732448324,15.62950853167935,12176.73613074553,0.26314496470784904,152,0.0626289929415698,676.4862169279545,782.9337391539108,55,97,22,12,55,Y
2,8,0,0,4,3,2,18,20.798473888400586,15.662203596504831,5080.606094469665,0.11084745658330894,64,0.06084745658330894,282.2562707845739,324.83202857487555,25,39,14,18,24,Y
1,7,0,0,4,4,1,34,32.66945924443191,13.273895100001658,5679.27764091115,0.1420648796296077,89,0.07123892777776462,315.5168158444466,429.5155510962276,31,57,15,12,39,Y
1,1,0,0,1,1,1,4,7.857048210851759,2.0289319488788538,32.69689575701836,0.01,6,0.49421361022422927,1.8131608753899089,16.001264491962935,2,4,2,4,8,Y
1,4,0,0,2,2,1,10,12.067139921488128,10.652239671683123,1104.9497484625035,0.0378904359721626,28,0.10367130791648779,61.384517233688456,111.07560876107237,9,18,4,10,13,Y
0,1,0,0,1,1,1,23,93.13286184865686,5.355848401546226,2410.0342487278685,0.16039195406577042,94,0.19039195406577042,133.89061366921612,468.71665656658524,33,60,23,7,29,Y
2,8,0,0,5,4,2,33,35.715241253133506,12.942937788984516,5983.675460252446,0.15335660064796963,95,0.08,332.427696535851,462.28403629806604,35,59,16,12,38,Y
3,5,0,1,3,3,1,19,18.93643745048819,13.041864259481974,3148.7377148529245,0.08339359807791132,59,0.07339359807791132,174.93004149236305,243.1911558222014,24,35,8,9,26,Y
17,22,1,3,11,10,7,69,44.02039571315014,36.60439332967031,56111.667313804595,0.5159097129830659,266,0.023531516383312762,3117.3135764909644,1556.5970059238462,101,164,33,23,94,Y
9,11,0,0,6,5,5,29,26.93,18.9,9619.48,0.17,95,0.05,534.42,508.97,36,59,20,21,42,Y
10,34,0,12,17,17,10,123,85.12640874704809,27.51741789154622,64434.42451353747,0.7814697372852475,378,0.04,3579.6923554596156,2342.003637497364,142,235,52,20,148,Y
13,33,0,7,17,14,13,104,67.44128942479911,39.94963694905933,105212.17331284787,0.8819125509957086,409,0.02265937924964239,5845.119220679285,2649.317960986466,171,237,61,28,128,Y
2,9,0,1,5,4,1,57,61.81050225067631,18.21532737478784,20457.618529083225,0.3744138038082107,203,0.053603450952052684,1136.5333416549408,1124.2208721809304,78,125,31,14,64,Y
0,1,0,0,1,1,1,3,9.184080219433179,2.6299749314271312,63.11939835425115,0.01,8,0.38180350960020165,3.504166408112356,24.0,2,5,2,5,5,Y
0,1,0,0,1,1,1,5,20.347105977563054,2.2266204234144156,99.49539574106402,0.01546759153171169,14,0.45467591531711693,5.525759382321444,44.71899067496613,4,10,4,4,7,Y
8,21,0,0,11,9,6,46,49.53965782941018,43.963896163615644,94914.87333683526,0.718402147288509,356,0.020323159511096506,5273.046332397459,2165.000122234057,129,227,40,27,57,Y
2,7,0,1,4,4,1,32,31.4368449336379,13.539107767795889,5764.478264704676,0.14,87,0.07,320.24937118106527,425.6741816972447,32,55,16,13,37,Y
2,2,0,6,1,1,1,16,25.565078259059526,11.293448065046624,3243.948337199865,0.09588793279127814,65,0.08588793279127814,180.21879124124519,287.58749373868653,24,41,10,10,30,Y
2,26,0,5,13,13,2,56,59.05465532302023,17.089427625002205,17003.61908884477,0.33588872471906805,182,0.06,944.6457410674531,998.9443179381096,59,123,27,16,65,Y
6,9,0,0,5,4,1,42,63.82989835117907,15.002706628426218,13138.31319697886,0.3001946593233357,163,0.0718712707245461,729.9024464046978,903.4550490533389,64,98,31,14,51,Y
10,11,0,7,6,5,3,62,58.62835488212589,22.215030316188063,24583.017310144605,0.3872918350626499,205,0.04532740500894999,1365.7244806049082,1157.0574675962694,84,121,32,16,88,Y
1,4,0,0,2,2,2,10,18.79435292573437,8.993340265719414,1517.537286556548,0.05923799620400837,39,0.10923799620400837,84.30903969632067,168.85929071597963,13,26,7,10,14,Y
2,4,0,1,2,2,1,14,20.858707545575324,10.46067203151655,2206.9195827623157,0.07237872691458466,48,0.09297340864323084,122.60236423171995,213.17120248654595,16,31,9,11,22,Y
2,13,0,0,7,2,4,14,20.45430553957545,18.162422971090358,6661.629606523103,0.1258336094226152,73,0.055833609422615206,370.09196908031095,368.12934326792646,29,44,14,17,18,Y
12,20,0,16,10,10,7,77,65.5484665718595,25.084166287640492,39199.58491168522,0.5313627669653157,266,0.04162325242361653,2177.7546416065693,1589.5755297100286,101,165,44,20,108,Y
1,4,0,0,3,2,1,15,14.991662110011678,7.930491834578581,941.0565702388438,0.04,31,0.13080823448164441,52.28380488300152,118.73154753006735,11,19,6,8,19,Y
2,1,0,0,1,1,1,20,69.78498749609172,7.664303616942637,3943.82120048378,0.17503509479788162,101,0.1358625789982347,219.0996490520212,521.9610399404975,42,58,26,9,26,Y
3,10,0,0,5,2,5,18,20.386387067084577,18.952531489436133,6866.792399500863,0.12740031084445244,74,0.053700155422226226,381.4863740751261,369.3794488526911,26,47,12,18,24,Y
13,16,0,0,8,6,4,46,50.749016392377676,32.380592754433295,52414.03407864937,0.5396429085289662,264,0.03,2911.892314335722,1627.3644771285867,103,161,43,27,63,Y
3,1,0,4,1,1,1,8,32.44220793265422,4.681317687250701,699.1707424722665,0.048351657388629996,36,0.21340662955451997,38.84197653087605,150.16584678635223,17,18,11,6,24,Y
8,9,0,5,5,3,1,34,44.02463709706336,17.595669852351232,13210.055058178417,0.24943724417073154,138,0.05588744883414631,733.8939775007366,758.4954535258288,57,81,27,16,52,Y
0,4,0,0,2,2,1,5,8.638834251913941,4.666403425602838,178.17438021311395,0.012223977162647745,13,0.2200157944638297,9.899810466434044,38.74621693427422,4,8,2,5,8,Y
0,1,0,0,1,1,1,6,24.093663575279336,4.02565890151428,361.7622331897692,0.03519629918133645,25,0.2515703934506916,20.098544643512213,92.30529415477503,9,16,6,5,8,Y
2,8,0,0,4,4,2,19,20.46497628532444,15.770555644688638,5072.690199718211,0.11044141848003487,63,0.06029427898668991,281.816114032151,321.9556455221142,25,38,15,18,24,Y
3,25,0,7,13,13,3,53,58.23335670955379,17.081140622236248,16247.637724024653,0.32609349270558535,178,0.05623261030062059,902.6431345475308,966.5914295106544,60,117,27,15,66,Y
12,16,0,3,9,7,5,89,81.10582448862121,27.528693411067717,61125.11232065162,0.7399662639980857,351,0.037495782999760724,3395.839297934535,2224.5708421375152,136,215,57,23,108,Y
20,23,1,6,12,10,6,70,52.97202063348193,32.012031887343596,53333.88328612364,0.5567711606123255,278,0.03,2962.993178667674,1677.0507915671756,107,170,41,24,100,Y
15,51,5,7,26,18,15,165,65.10380074117883,49.14916422070652,157232.28872644602,1.0668334311717396,492,0.02,8735.125783425898,3199.2702817746094,197,294,60,30,196,Y
12,25,0,11,13,10,8,83,64.95361958736054,39.69486253476516,96259.50333517503,0.8220388180169056,389,0.024309185308342522,5347.748441863647,2476.8189483010187,150,239,54,27,109,Y
12,21,0,4,11,10,1,66,52.59722290144722,28.800747200463498,43544.942227268875,0.5044458280713001,256,0.030635118295900012,2419.160062162501,1513.0352177240109,100,155,38,21,86,Y
1,5,0,0,3,2,1,18,26.774398979869652,13.866938059112556,5145.380587653397,0.12,79,0.07,285.858798796741,371.16792484966163,30,49,13,12,24,Y
2,19,0,1,10,10,1,52,49.43982929293714,19.049486238340254,17418.61066244218,0.3092918304959493,170,0.057322957623987335,967.7024427686802,923.6352733792223,56,113,25,17,58,Y
9,23,0,5,12,10,7,53,54.086424903640236,23.472637064583942,29792.193520439032,0.41972656070346004,215,0.04,1655.117965762188,1269.190990909834,86,128,38,20,71,Y
1,12,0,2,6,6,1,41,45.7537342276656,17.693396778607863,14290.622282676411,0.2722607718105739,154,0.06,793.9197387243793,808.3348279819156,56,97,23,14,48,Y
0,1,0,0,1,1,1,6,32.63159300788348,2.755877050349803,238.18868035944467,0.03,24,0.3691714397168912,13.232274147510548,87.45411611357017,8,16,7,5,9,Y
1,3,0,0,2,1,1,14,17.139306694788004,7.167939223498232,880.6331794390469,0.04,31,0.14,48.92494766033574,122.84507408274453,9,21,6,9,17,Y
2,2,0,8,1,1,1,18,31.091410158374444,10.269810788876342,3183.814014396187,0.10500178501060056,70,0.09750267751590085,176.87536235715191,313.06962308480155,25,45,12,9,33,Y
9,13,0,2,7,6,3,88,83.8178501475552,26.984116728233055,60955.99944898693,0.7530532601806115,359,0.03913165752257643,3386.4431330959305,2259.9853051565897,138,220,56,21,102,Y
1,3,0,0,2,2,1,11,16.479039532737218,7.0589508409906605,821.1882651110685,0.04,30,0.14414850467674528,45.62347953109023,116.29011411018315,10,20,5,8,16,Y
14,16,0,4,8,8,2,61,63.60724147840944,22.89596496134135,32931.02675913381,0.48082845908502936,241,0.04726120844071848,1829.502300458769,1444.1686132898858,100,140,43,19,82,Y
1,4,0,0,2,2,2,6,27.761397378498224,7.154618286447733,1412.3292162724408,0.06757081202042456,42,0.13757081202042457,78.46320204603924,197.83491240402893,18,24,14,10,10,Y
3,4,0,2,2,2,1,29,33.23823995653504,13.162475736188588,5753.531519668184,0.14622149450724214,89,0.07622149450724214,319.6395415395626,437.2536719600338,34,55,16,13,38,Y
0,2,0,4,1,1,1,6,23.70199886741045,5.503566067068147,716.6626333334644,0.04,31,0.18241084832329632,39.817388330009514,130.27532375081458,13,17,10,8,15,Y
0,2,0,2,1,1,1,7,13.89377137911126,4.7154592043441275,301.48423097281085,0.02205045328506525,17,0.21025226642532624,16.747884902950023,64.46677965031223,7,10,5,7,13,Y
10,17,0,10,9,9,4,96,63.524414768952326,28.853373937534904,49880.5723811691,0.5853173366925957,298,0.03251442439511799,2771.1402719774164,1762.4059065022682,113,184,39,19,119,Y
4,11,0,4,6,6,1,42,49.9892609022597,15.207467244409013,11542.904665478462,0.25274731797025907,147,0.06274731797025909,641.2728965921202,759.3656786300414,53,93,23,13,54,Y
1,3,0,0,2,1,1,13,16.71732366722039,7.187566341059517,863.4594515729231,0.04,31,0.14,47.973032458613446,120.12998948676686,9,22,5,8,16,Y
3,11,0,2,6,6,1,41,49.28262051624613,15.331358740658146,11572.653919824703,0.2512177933252081,148,0.061217793325208075,642.9247832087752,755.0478305570624,53,94,21,12,50,Y
1,3,0,0,2,2,1,10,16.780010928575717,6.862430008678278,790.1462572705786,0.04,29,0.15,43.89629262951814,115.1540966215259,11,17,7,8,15,Y
0,3,0,0,2,2,1,5,6.670951668742205,5.238275883052195,183.03280004868108,0.01,11,0.1904689646779122,10.168593105966263,34.94644124249969,3,8,2,6,7,Y
0,1,0,0,1,1,1,4,21.65905513126079,2.1343362410126536,98.35034074134656,0.02,14,0.4731327517974693,5.4648033939037814,45.921546613346806,4,10,4,4,6,Y
0,1,0,0,1,1,1,5,13.171805923237585,3.538823298553028,163.5623637560842,0.019778152579696985,12,0.2877815257969698,9.084625063653636,46.339772975984566,4,8,4,7,8,Y
0,1,0,0,1,1,1,3,10.7952395946165,0.3736238899844197,6.0726336252134345,0.004981651866458929,3,0.6625596982390376,0.3387523269192072,8.09518428299576,2,0,1,0,29,Y
2,6,0,1,3,3,1,32,32.22548013118322,17.30957941616979,9440.158678505357,0.18095157212843943,113,0.05523789303210986,524.4504292740681,549.8677069841258,40,73,15,13,39,Y
0,1,0,0,1,1,1,4,16.997916845678755,2.5843142549687492,112.40695032586,0.01,13,0.3881960043043751,6.240941684769999,43.61779913508251,4,9,4,5,6,Y
5,11,0,1,6,5,1,33,45.35836377884271,17.241913607462333,12849.201476770908,0.25154440678397344,140,0.056155544795420995,713.8428604340044,756.300163304814,56,83,26,15,43,Y
0,2,0,0,1,1,1,9,20.645176812853524,8.735026258927281,1563.6083659174283,0.05816385735213062,40,0.11632771470426125,86.8669729399385,179.4229385323151,16,23,10,11,11,Y
5,9,0,1,5,4,1,48,73.92580101876554,13.312019953674273,13022.315276578904,0.3271176388895841,176,0.07935947530879646,723.457728873725,980.4476236131063,68,108,33,13,56,Y
0,1,0,0,1,1,1,5,18.903185696337566,4.079567401029082,311.3193575307502,0.029115917766343532,19,0.24557958883171768,17.291925668008453,76.61937855811088,7,12,6,7,7,Y
5,25,0,0,13,10,8,49,39.051442532757214,35.5122794867882,48191.57570399646,0.4529000376583404,239,0.03,2677.311867898603,1366.6488943770928,97,142,30,21,57,Y
0,1,0,0,1,1,1,9,22.578847063603522,5.910171005608406,754.1907984012296,0.04589955897137636,33,0.17359823588550544,41.89749438012546,129.43529378671434,12,21,7,7,13,Y
1,4,0,0,2,1,1,21,44.27086294984146,9.693844544538289,3377.974728304407,0.12119724197889149,77,0.1111972419788915,187.66406288787604,373.3188289462655,28,48,17,10,29,Y
3,14,0,3,7,7,3,68,66.67766120228127,18.47956242338856,22714.41214387373,0.4084107155733015,215,0.054205357786650754,1261.9114896402755,1230.043860923213,81,133,36,16,77,Y
11,16,0,3,8,7,4,89,81.66129861823842,27.429388813037605,61137.40082603329,0.7427734611155448,353,0.037846682639443095,3396.521797733717,2232.6138127786753,137,216,57,22,106,Y
18,46,0,23,24,23,15,151,112.27509755529341,27.729461695647075,75685.50107041652,0.9577126106384091,453,0.036393613569742425,4204.7472178615535,2866.046783345342,159,294,58,19,197,Y
0,8,0,0,5,5,1,45,55.395911746935234,10.616127164321755,6077.435255018438,0.19220178670077448,114,0.09610089335038724,337.63877562621616,577.981849879309,42,72,22,11,51,Y
4,6,0,2,3,3,1,26,32.53783130307108,10.647771087116116,3684.815221726714,0.11903151058676625,74,0.09,204.71023629096115,346.218401145093,26,47,14,11,35,Y
10,9,0,10,5,5,1,44,53.11788099968425,16.369430276571364,14056.829363179799,0.28851791136291877,159,0.06,780.93176158078,862.1404756415833,62,97,28,14,68,Y
9,30,0,0,15,15,8,81,54.346046273727936,27.668524421365127,41596.28748620075,0.4990231362546189,253,0.03980462725092378,2310.907125982875,1503.482534727842,97,156,38,21,94,Y
0,5,0,0,2,2,1,14,17.58707443207199,9.432551158128927,1558.7029892848102,0.05391912150458115,38,0.10391912150458116,86.5956015293233,165.42014991339005,12,25,8,12,17,Y
17,46,0,3,22,14,14,90,64.32756612947861,44.929526300570735,129017.63063030253,0.9554348974864403,440,0.02,7167.645892511112,2876.871403816076,166,274,60,32,118,Y
0,1,0,0,1,1,1,7,25.060117456854453,4.054815608542226,397.0642992590448,0.03445184391457774,24,0.25116290740204417,22.056475471034318,98.96594203044047,9,15,8,7,11,Y
1,1,0,0,1,1,1,4,12.857955348316764,4.9089979089486695,305.43254637293194,0.0209100209105133,17,0.20455010455256653,16.96913089915207,62.50523596608288,5,12,4,8,7,Y
4,17,2,0,9,8,2,43,59.29724602384511,23.744855210659946,33230.10441966231,0.4663198516325114,241,0.04,1846.1169175549287,1402.38275221495,98,142,37,18,53,Y
20,52,3,7,26,18,19,139,62.02291500816097,47.86926728671735,142499.8699351183,0.9888319801031156,461,0.02,7916.65752275452,2971.6972649550626,179,282,56,30,174,Y
9,5,0,2,3,2,1,23,61.127713739411476,8.131274626382547,3940.136307383248,0.16196358210335582,94,0.12098179105167792,218.89176657104298,489.0326177982946,40,54,25,10,37,Y
3,5,0,3,3,3,1,26,42.608256695158644,12.799696318751279,6982.793609717584,0.18,105,0.08,387.92968628689863,545.4635352967758,41,63,22,13,35,Y
9,18,0,1,9,6,6,39,39.94445351460522,33.43603910464694,43549.57509768648,0.43681635063877555,221,0.03,2419.418119939052,1313.0736632933306,84,137,33,26,52,Y
12,25,0,12,13,10,8,87,66.71229998649952,39.20778037612077,96412.921026182,0.8338634082360971,393,0.02476397723984989,5356.271697452026,2512.396411518977,152,240,56,27,115,Y
8,11,0,0,6,5,3,29,29.820543708522493,18.023161427331043,9535.79936435453,0.17604716257013076,102,0.05302358128506537,529.7667084022844,531.631741731565,39,62,19,18,40,Y
1,3,0,7,2,1,1,6,11.080202624239268,6.487164314027621,464.6606714453691,0.02,19,0.1579647177567388,25.812156254130116,71.75083670998004,9,9,5,7,17,Y
7,3,0,3,2,2,1,28,47.194629995723226,10.203265960269139,4081.970545308159,0.14215427655623208,86,0.10296734039730862,226.77680313060043,425.31905611691025,36,49,20,10,41,Y
9,23,0,9,12,11,7,106,72.92704179543021,28.411552774385363,58722.341481910466,0.6926326867985033,335,0.0315790858498129,3262.354380512426,2068.769295545563,134,201,50,21,126,Y
