LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
4,7,3,5,9,11,1,0.031146107377800956,5,1,1.0,19,1,0.0,42,0,1,1.0,32.074828629838954,31.944427312724347,29543.496448017286,0.3231233557331943,188,0.03442694631109952,1641.3037003055827,957.1854038452649,0.7213473155549761,3,5,17,0.025573053688900477,82,106,23,15,64,26.506674703263137,48,Y
299,67,25,17,168,106,34,0.02139367982109266,39,19,0.58909480268361,397,15,0.4209051973163899,1433,0,7,0.2363074430414248,860.8308623166356,66.02498553091334,3750494.7442001365,18.937299454877728,6857,0.02,208360.81099005142,56819.88763306491,0.43951151749529727,33,53,364,0.02,2440,4416,295,16,1921,11.248076163634984,1450,Y
8,31,6,12,9,47,16,0.22184372529597074,17,6,0.4284167325440781,65,9,0.4927255983732195,59,0,15,0.9197395421599512,70.67921702875361,26.223102871143915,45192.22750980064,0.5883367534026048,293,0.03929860562132683,2510.6764503895492,1766.4247311344477,0.5287776899412292,15,23,51,0.1725451196746439,129,163,46,18,95,27.157941062737326,72,Y
2,3,1,0,0,4,2,0.15106777228513138,2,2,0.9391272524317775,6,1,0.0,13,0,2,1.0,21.970664753097,7.5134974751500465,1234.4641816828785,0.05184462871418856,38,0.13184462871418856,68.57786445542973,164.55402418540635,0.4686413118587945,1,2,6,0.12291240099931992,17,21,10,8,18,5.822935098069367,14,Y
4,4,31,0,7,8,2,0.053967672941318164,3,2,1.0,41,1,0.0,53,0,2,1.0,118.01772282037906,13.063652010607292,14881.200387475239,0.422105062940716,213,0.08502020441167615,826.7299652973662,1274.6188717312625,0.4101212264700569,2,4,40,0.047975754705988624,123,89,50,10,68,12.214366054985247,54,Y
6,27,2,1,7,45,14,0.21731072253433614,19,9,0.7212854930417805,52,8,0.47614352087465844,68,0,10,0.7998817086178971,62.566404797310824,23.62565441809891,31255.978103983525,0.4550867545164083,237,0.04619873852537222,1736.4454892153187,1371.1594350593782,0.5302365827642057,13,22,40,0.16970819958508057,106,130,37,16,85,11.412933491224559,69,Y
50,71,7,20,46,98,40,0.18602681884542402,38,11,0.2753563477098235,142,12,0.2827241088264486,200,0,26,0.6568736084921911,96.38728893943514,56.82553497018683,297650.2373775659,1.770712695419647,815,0.02,16536.122289814044,5318.2331744181965,0.30272410882644857,29,52,103,0.12794636230915196,307,507,75,25,320,24.921186887884975,221,Y
7,8,3,1,20,13,4,0.1396256701207174,4,2,0.47439266567979504,21,3,0.3200916790025621,35,0,2,0.6671046538373355,61.26253095972599,17.742263849161493,18435.920248131937,0.35158899851969255,187,0.0557321109466325,1024.217947322172,1055.6335832365235,0.6195008934942898,4,8,18,0.07267889053367493,84,103,34,14,65,35.59421459197013,36,Y
10,11,5,4,9,19,6,0.1520021797792573,9,5,0.806006539337772,25,1,0.0,36,0,5,0.8998910110371348,40.42547124593584,32.49021476078827,41114.25210217425,0.4240261573510877,230,0.0320021797792573,2284.127672100816,1280.2027379863325,0.17597384264891233,4,9,21,0.06600653933777191,94,136,28,19,94,23.365896302891013,41,Y
3,3,1,3,0,2,1,0.11096321994295998,1,1,1.0,6,1,0.0,7,0,1,1.0,24.889352306749736,6.401795048906733,1003.204761471554,0.05,36,0.15951839002852003,55.73225907730011,157.49381865832885,0.8253065004753335,0,1,6,0.07397547996197332,16,20,11,9,17,35.49093920185888,11,Y
22,21,7,20,24,40,11,0.11,20,10,0.9531768171558621,51,1,0.0,81,0,6,0.5936463656882759,84.48664353054123,27.88182083971752,58425.6129127871,0.7295304514675862,360,0.035317681715586205,3245.865929164872,2182.417125341798,0.0893646365688276,10,20,42,0.07404695485324138,148,212,48,17,151,32.68531076301352,102,Y
10,26,2,12,12,48,13,0.16750240129489477,19,4,0.5062324705472682,53,7,0.2850182498412003,68,0,10,0.8312391941729735,79.53063611490268,25.83539861495253,41372.266988288786,0.5824918355973577,293,0.04249951974102105,2298.458513118201,1752.9358083947122,0.35751584854630547,14,24,41,0.12750240129489476,127,166,45,16,105,26.380182498412005,80,Y
6,6,4,2,15,8,3,0.19399533526961524,3,2,0.7733644315358984,14,2,0.3777259474401693,17,0,3,1.0,44.072598253423216,10.862188920880035,4575.3469072893595,0.14733644315358985,88,0.09489096210239323,254.18491428575433,440.510030335459,0.5830763847849134,2,4,12,0.08510903789760678,42,45,20,10,45,50.270670553241445,19,Y
4,4,2,3,1,5,1,0.14027713028429684,2,1,0.890498424905863,12,1,0.1634351867076671,11,0,1,0.9722160182596966,26.212464718705288,8.87451527800615,2062.1707986223832,0.07836564813292334,51,0.11,114.56382091627339,232.4973636782478,1.0,1,2,11,0.07759009294276345,22,29,12,10,24,32.16360269369586,14,Y
8,12,3,1,6,19,6,0.13475278374595556,9,4,0.6905902031755558,25,1,0.0,51,0,4,0.6905902031755558,34.86186867583707,22.616607247397628,16452.63887922836,0.24699628833872597,142,0.04587453604234074,914.0383059193417,748.0822050729968,0.15349814416936297,5,9,20,0.10237639187297777,59,82,21,16,69,12.158545565174304,52,Y
3,15,5,4,1,25,8,0.261749382636404,11,5,0.626501234727192,28,3,0.258759317714455,29,0,6,0.802990064921949,35.65012381628229,13.866178716883887,6539.374352616632,0.15823821283116116,95,0.07411910641558057,363.297692184362,479.5785837074028,0.3534739562079384,7,12,22,0.21704714867535546,38,57,18,13,41,15.12862252429458,34,Y
7,10,5,2,2,21,1,0.012859408002101717,10,1,1.0,36,1,0.0,66,0,1,1.0,74.13416468646822,19.251242094501475,24695.252949158712,0.4443287520399326,238,0.05571881600420344,1371.9589746243742,1327.00566938723,1.0,5,10,32,0.012859408002101717,102,136,34,12,80,6.262986256119798,69,Y
22,83,7,14,48,140,43,0.1902530687275093,63,7,0.2836644306406378,177,13,0.47702897540588923,204,0,36,0.780806023330405,57.34583700243111,85.40465900320741,413676.60274984443,1.6180880674638036,804,0.01,22982.034767472407,4863.650546811941,0.48702897540588924,38,70,135,0.13914715952171786,316,487,43,24,298,23.732314303878965,219,Y
8,27,3,3,9,46,15,0.22465544108742755,21,8,0.5075647130057975,54,4,0.25517617522398545,64,0,14,0.930689117825145,53.954631200366,27.41832222329449,32835.45771014683,0.4329248549891668,236,0.040689117825144935,1824.1949493545821,1289.9757094570887,0.30517617522398544,12,23,41,0.17,98,138,28,14,87,16.15506709372841,68,Y
3,12,2,5,4,20,6,0.18151296412899312,9,5,0.8080025409034068,23,3,0.36842755664481397,30,0,5,0.8702719870968965,28.87226944619349,17.812919674322636,9164.52215280778,0.17,103,0.06,509.13867817806664,514.3688185021941,0.4854016283868277,5,10,18,0.14556736154837244,44,58,17,14,45,22.010616732377123,35,Y
35,56,11,3,66,74,31,0.18574701279468775,25,11,0.4191633456699497,128,12,0.4294023897642498,198,0,15,0.3814940255893755,150.80547742841273,66.53874518767823,437893.79295611463,2.5345617468546733,1051,0.01497011948821249,24327.43265260839,7600.437292381719,0.4543725092524623,24,41,98,0.12047808818860017,440,611,118,47,307,26.90798806809608,202,Y
66,46,9,14,21,72,23,0.1918427537279489,26,13,0.5762039247628413,85,16,0.6352457132849797,117,0,13,0.571621618165427,77.14127714641342,41.895810936961915,132687.08442792398,1.0645823065974143,506,0.022346437189337594,7371.507043020065,3186.4438240222466,0.6546314620423301,22,36,63,0.14714987934927368,214,291,56,22,221,24.419938715542855,131,Y
10,16,2,2,9,29,8,0.23794037041337368,13,5,0.6658807408267474,31,4,0.4139838881793341,34,0,6,0.6782385183465053,40.21449299001205,15.015123326753825,8981.804625762334,0.19691055562006055,116,0.06897018520668685,498.98786312877513,600.1411220587407,0.4719242585927078,7,14,24,0.15102981479331315,51,64,22,13,59,26.177753504993976,36,Y
1,1,1,1,0,0,1,0.25,0,1,1.0,2,1,0.0,2,0,1,1.0,10.198146939641132,2.7775211333877,78.36679136759066,0.01,9,0.3665637188689518,4.355196688471972,28.003088433931445,1.0,0,0,3,0.11996911566068554,3,6,3,5,8,46.65637188689518,4,Y
28,37,8,31,53,52,20,0.17830537001842783,22,8,0.39848993272392225,74,13,0.6118791926870666,89,0,10,0.4824664464356724,49.874278942299114,40.22469788517531,78089.59312248822,0.6526510091411668,312,0.02075503363803889,4338.310990958486,1960.9994536491029,0.6318791926870666,15,26,55,0.10283557184666117,135,177,48,29,205,47.51912710048009,120,Y
14,11,7,12,13,21,6,0.13740261337757648,10,3,0.5876623110373725,32,3,0.24675377925254915,33,0,5,0.9111686394690823,48.40272805550124,17.096493261543827,14139.963589715573,0.28,146,0.06,785.554795386168,827.2287027417743,0.39740302340203926,5,10,27,0.08233768896262747,65,80,33,17,76,43.62636915305641,46,Y
299,85,14,3,328,150,43,0.077276981452797,65,32,0.8065720911870532,488,10,0.14976602009616471,576,0,25,0.6921585162237605,1185.6397000502768,45.72721584558788,2198562.315659703,16.732009276618747,5672,0.027276981452797004,122142.35899207923,50186.94956130753,0.17431998300175872,42,75,446,0.03544603709440599,2523,3149,452,15,1272,38.91560076492085,580,Y
0,6,0,0,0,9,3,0.7353811581858971,2,1,0.3269271926358368,9,1,0.0,6,0,3,0.9661520352402317,16.022346873893166,12.027423989306978,2292.9696681350097,0.06205139180362232,42,0.08205139180362232,127.39102141556054,191.28790566624178,0.2582055672144893,3,4,7,0.524869380320309,14,28,8,13,8,0.0,6,Y
4,15,5,0,7,29,8,0.1857973539997788,14,3,0.43772399667145906,37,1,0.0,47,0,8,1.0,52.497590168333545,18.10683037927457,14827.345378135806,0.28681058400088477,158,0.05946843066681413,823.7422284639522,860.7208465388126,0.12053156933318587,7,14,30,0.14106313866637174,66,91,29,14,61,12.196339241450858,47,Y
2,3,2,0,1,4,2,0.15,2,2,1.0,7,1,0.0,12,0,2,1.0,16.29695781763429,7.112104968008056,824.5354880802507,0.04,28,0.14,45.8105304478872,115.92245918871757,0.5,1,2,7,0.10398500457027758,10,18,7,9,19,8.564639133874234,13,Y
5,3,3,5,2,4,2,0.12189617079456348,2,2,1.0,7,1,0.0,11,0,1,0.5105342821920194,34.84800605446594,11.286839715342394,4442.695493817336,0.13,81,0.09,246.81635779939538,393.4774566361091,0.4947328589039903,1,2,7,0.0721068564384039,32,49,16,11,27,44.49540788300227,17,Y
6,12,2,1,8,17,7,0.16359155437826284,8,7,1.0,28,1,0.0,42,0,7,1.0,38.894699320517944,19.47593337939902,14651.235734608046,0.2548063342163029,147,0.051602111405434296,813.9552970709154,754.1064296825881,0.14,4,8,23,0.11,62,84,21,13,61,18.668329432982276,43,Y
26,36,3,2,15,60,18,0.2179803743993086,25,7,0.4040883152031114,76,11,0.6154183776029961,83,0,10,0.5558626207951601,52.443674465776425,44.45483494393547,102926.19342736935,0.7700490640017286,387,0.02,5718.119747055274,2321.6332018179855,0.6367484400028809,17,31,59,0.15197056159896288,151,235,40,23,129,17.045903683267067,85,Y
185,41,14,3,232,48,21,0.015920155046351553,8,5,0.3843914724506646,275,18,0.7368062018540621,1466,0,3,0.19527751925837517,801.3680896609144,54.17236819591093,1985266.7422543666,12.95065194248647,4878,0.015920155046351553,110292.60100969566,38858.46003366323,0.7653651165296013,20,24,255,0.005920155046351553,1718,3159,239,13,1890,13.704206203812763,1470,Y
5,9,3,7,4,15,5,0.28896599546960466,6,3,0.5893096197718897,17,2,0.3586219237925282,16,0,2,0.48241476498661595,27.30962684896148,16.568629529163985,6840.953364256144,0.14310335571556038,86,0.061034451905186804,380.0541140967568,426.4701002524157,0.48241476498661595,4,7,14,0.20655212523257163,37,49,16,14,36,31.033383005422667,24,Y
21,74,26,9,64,98,39,0.23476668615740173,31,28,0.7228499707638973,172,21,0.4775113190122853,158,0,16,0.4701053379090139,102.4970523757815,40.2051674047622,155487.60760611243,1.320827917461379,597,0.027461114359566958,8638.196692004622,3955.949983025197,0.49258909029315134,33,62,134,0.15746111435956694,247,349,73,23,254,31.215108261519273,167,Y
6,11,3,11,6,20,6,0.18137809595095244,10,5,0.8143109520245237,25,1,0.0,25,0,6,1.0,57.85849741681871,9.631113171825925,5085.57781233613,0.18019434501532736,100,0.10411660700919642,282.5353358638971,538.0504729105656,0.1621554760122619,5,10,20,0.12961130996934528,40,60,27,12,50,39.45676642531925,36,Y
11,50,7,11,28,69,29,0.2147246060446983,32,24,0.8147246060446983,108,1,0.0,128,0,29,0.984834763626819,73.1348859543876,46.74045217261127,155100.0629177329,1.1137331878056123,517,0.02,8616.671535685497,3351.854116387663,0.03,18,34,80,0.16483476362681898,232,285,62,25,182,23.486854110064463,139,Y
23,62,9,6,57,80,34,0.22091077553409252,26,11,0.3690892244659075,126,15,0.528425999946794,162,0,22,0.6461980408119832,58.30577840689609,86.97132114401248,437449.2686811768,1.6785941224359495,748,0.01,24302.737176459937,5040.673026571956,0.5443764897437982,26,45,93,0.14330685715805888,313,434,86,53,250,28.466473388139487,168,Y
51,234,3,8,92,347,117,0.23857490098491418,114,4,0.07089068688442865,388,90,0.7460728754103809,479,0,85,0.7574979744254667,104.23038936303857,134.9719831389479,1657569.681653277,4.271093131155713,2088,0.01,92087.20347466465,12824.29311004516,0.7460728754103809,116,189,272,0.18232388819764753,696,1391,54,18,633,17.26200812493454,487,Y
4,26,3,2,7,40,13,0.25402765730925503,16,7,0.4904161940593852,45,1,0.0,53,0,10,0.6555548142108003,41.168581772392415,25.04820494373954,22584.60492006549,0.314027657309255,177,0.04138887035527001,1254.7017008055927,943.338401132425,0.07722225928945999,11,20,33,0.21111096284216008,70,106,22,16,69,14.160157635644389,55,Y
81,91,34,1,276,140,46,0.06437302412567515,50,26,0.5504826123059413,415,21,0.4828935732186536,804,0,8,0.18324762895081018,712.235509864994,54.817340328407695,2097981.525944721,12.831863020011381,4662,0.02,116554.52922629319,38485.54210117422,0.49176817804378864,45,70,371,0.04549841930054012,1891,2771,288,16,1182,26.829719675331212,805,Y
5,3,3,0,7,5,2,0.13773113660866534,2,2,1.0,9,1,0.0,17,0,1,0.7216392076083169,39.91742791006436,11.148945317263793,4485.736360909482,0.13659670491299802,84,0.09329835245649902,249.20362369321037,416.5457711281789,0.42464266941317225,1,2,9,0.08113443169566732,38,46,18,10,33,26.72296050786364,17,Y
11,10,0,8,9,18,5,0.12208130963105066,9,1,0.24050728532821763,23,1,0.0,36,0,2,0.4882227016195403,40.21406905711487,23.177420403699223,18456.763056190586,0.281878035553424,150,0.04558373807378987,1025.3791743055676,837.2467312259641,0.24050728532821763,4,9,19,0.08045691674173547,64,85,26,19,68,33.813613964005896,45,Y
0,1,1,1,0,0,1,0.25,0,1,1.0,2,1,0.0,2,0,0,0.8053149673579051,10.44956694124423,2.661588577092939,73.82726356086809,0.01,9,0.3805314967357905,4.102379909082192,27.584055097926285,1.0,0,0,3,0.12221259869431621,3,6,3,5,8,50.0,4,Y
0,5,1,1,2,8,3,0.20988728781955443,4,2,0.67,9,1,0.0,13,0,3,1.0,25.051746362711118,10.602204299547777,2811.700355671628,0.08977457563910884,57,0.08988728781955442,156.20443289504033,265.3799645594256,0.33,2,4,8,0.15011271218044556,24,32,12,11,19,23.405678464968535,14,Y
4,7,2,1,12,13,4,0.11,6,3,0.6984012989115103,17,1,0.0,37,0,3,0.8492006494557551,30.613246111358613,18.61107412762507,9992.537044923316,0.17984012989115103,114,0.05396802597823021,555.1418553687531,547.0644151529173,0.23015987010884897,3,6,15,0.07587210391292082,46,68,15,12,58,24.600367828591782,39,Y
12,16,2,1,1,28,8,0.12510948063486382,13,5,0.7254801191700688,39,1,0.06373945084234661,76,0,8,0.9845480119170069,87.24765230030178,20.967163372299982,31594.97324240179,0.54398654319915,272,0.05420550446887758,1755.2775096611276,1621.1280295845575,0.1782874627593535,7,14,32,0.09738348659336726,124,148,47,14,93,3.6839070843411434,77,Y
0,3,2,2,0,4,2,0.15112052044335375,2,2,0.9876742751231087,10,1,0.0,11,0,2,1.0,35.82082104162454,6.503326790476345,1512.5793976840064,0.07962649318554875,53,0.1492529863710975,84.03323762019795,232.65801132766572,0.4936503841543287,1,2,9,0.11037350681445125,23,29,13,7,18,15.994045202957862,13,Y
51,3,5,2,40,0,2,0.011118054884545314,0,1,0.962198613392546,58,1,0.02334791525754515,270,0,2,1.0,336.70685244465636,16.972730105568115,82654.1051960975,1.7332916706927284,814,0.06722048627886368,4591.894023143543,5209.6551683130865,0.9688694463232732,0,0,58,0.009450346651863506,283,531,74,9,366,13.696183673543498,273,Y
3,7,1,0,0,11,4,0.3447733798521882,5,2,0.6794590756111432,15,1,0.0,12,0,4,1.0,20.86437880143264,10.643823057214325,2341.0965582449803,0.07717836302444572,48,0.09717836302444573,130.0639328166913,220.6947377195225,0.25,3,5,13,0.23502192102330827,25,23,12,10,19,10.736476890278581,13,Y
1,5,1,0,0,8,3,0.42602715421231885,3,2,0.6952057687948585,9,1,0.0,12,0,2,0.8041094617302623,19.52835891892705,10.961871308953542,2286.217894238761,0.07187215383452956,46,0.09187215383452957,127.01292207737062,210.37946705432546,0.29748861533811827,2,4,8,0.3088126156403497,18,28,10,12,16,0.0,12,Y
5,1,11,0,1,0,1,0.016479801222135992,0,1,1.0,17,1,0.0,75,0,0,0.6760099388932004,388.37999415110073,7.02409698741711,13329.494282318226,0.7174443731130081,339,0.16436109327825205,740.5248934897318,2160.139690433026,1.0,0,0,18,0.016479801222135992,158,180,74,5,84,2.3607501604957317,75,Y
2,3,2,0,0,4,2,0.25695400119602796,2,1,0.9565374925248253,6,1,0.0,7,0,2,1.0,21.068652814017653,5.315559543954027,571.0399920789969,0.039130749850496506,27,0.19391524895347556,31.727729046047077,109.01934123735252,0.5,1,2,6,0.17,12,14,8,7,12,0.0,7,Y
0,3,1,0,0,4,2,0.33,2,2,1.0,7,1,0.0,6,0,2,1.0,9.25,7.2,479.58,0.02,18,0.14,26.64,66.61,0.5,1,2,7,0.2310027767526712,9,9,5,8,8,0.0,6,Y
0,2,3,0,0,2,1,0.07697335415255968,1,1,1.0,10,1,0.0,24,0,1,0.9128485223546807,26.153140065234552,9.247389944655314,2142.5029953729195,0.07471809226392005,58,0.11207713839588007,119.02338434636243,235.044663937269,0.8230560908413216,0,1,10,0.0637685848123598,29,29,9,6,26,3.961430802059965,24,Y
7,1,1,0,3,0,1,0.03,0,1,1.0,18,1,0.0,37,0,0,0.1518719045331165,70.56637874867752,13.178022118372693,12053.624455009289,0.310887685728013,188,0.07696256190933767,669.6429409050136,920.0626616077135,1.0,0,0,19,0.02,76,112,21,7,49,8.213588304501904,37,Y
1,9,1,0,21,14,5,0.2359609956561521,5,1,0.36685023979106873,16,1,0.1227768896627085,22,0,5,0.985266773240475,17.83683425371982,17.478071888783273,5171.681058785215,0.09613884448313542,65,0.053683306689881256,287.3151171502936,300.47689901322707,0.2982215117301668,4,7,13,0.09859438227638959,29,36,11,12,52,50.41060717113339,23,Y
5,8,2,0,4,14,4,0.23258664455251762,6,3,0.6494223696498824,17,2,0.4382220379376469,20,0,4,1.0,21.57960835077793,11.744133554474823,2973.1586665453497,0.08,53,0.08876444075875294,165.17978863482594,253.23928715661387,0.5567554265563528,4,7,14,0.14752888151750587,19,34,11,14,33,19.70569030788012,21,Y
14,131,13,29,47,217,67,0.29856595491085974,87,17,0.305736180356561,270,27,0.4671702254457013,190,0,52,0.753561165457862,65.75148193961911,112.47490900039304,831748.341587937,2.4664292556361427,1143,0.01,46208.243421552055,7394.89288724799,0.4735994810818438,64,114,204,0.22499521054700228,440,703,58,30,287,29.938888243666796,219,Y
5,5,2,10,0,8,3,0.08960538648614906,4,2,0.9259865337846274,14,1,0.0,16,0,3,1.0,67.95706008183551,10.992958664059149,8129.688938495069,0.2459210772972298,134,0.09296053864861491,451.6484607581795,741.6687060211117,0.7424331375705032,2,4,13,0.06664484783753416,59,75,33,12,35,40.502036649467186,27,Y
267,104,38,0,254,158,52,0.05463744021241823,54,28,0.5273187201062092,567,26,0.4462057617347489,940,0,2,0.13490719663671136,1447.3378937947782,43.51226053140522,2637814.97336462,20.42573309125273,6880,0.020893759964596963,146545.28481780342,61281.880656131994,0.5,51,79,516,0.03642496014161216,2717,4162,465,14,1463,21.46325438442266,940,Y
0,6,3,0,3,7,3,0.2688383297139971,2,2,0.7485900515989782,10,2,0.3752387289567489,13,0,3,0.9362094160773526,34.27618033669202,7.875429712122148,2042.44977069194,0.08874283813129755,54,0.12874283813129755,113.47089096683152,263.17418326688204,0.6876193644783745,2,3,9,0.17003819663307984,21,32,16,11,19,21.63331066280727,13,Y
7,15,3,2,6,24,8,0.250075975714495,9,4,0.5893921942840397,28,5,0.5882368314328977,31,0,5,0.6834346342859934,40.4956851114075,14.794042440001954,8855.433080323435,0.19664134142850165,113,0.07,491.967393351302,598.828721712624,0.6280848800039076,7,12,21,0.17686926857198682,48,65,24,15,49,20.686814339899378,33,Y
2,9,4,1,0,16,5,0.1760085865138128,8,5,1.0,19,1,0.0,28,0,5,1.0,28.17604021043703,18.475901419520746,9381.408684271324,0.168744633428867,104,0.051748926685773404,521.1925526791338,512.0741256003738,0.2,4,8,16,0.14950643988535958,44,60,16,13,34,6.511051683512472,29,Y
4,7,2,2,12,13,4,0.11,6,3,0.6815296060975453,17,1,0.0,36,0,3,0.8407648030487727,29.691178317609225,19.00546874207332,10197.323299669019,0.18178355273170543,113,0.053630592121950905,566.5200842286827,545.6964117758731,0.23184703939024548,3,6,15,0.07452236848780362,45,68,15,12,58,27.50146738002541,38,Y
6,2,3,0,3,5,1,0.029583871029748153,2,1,0.991785253403073,25,1,0.0,42,0,1,1.0,121.10761565408306,14.366737789355996,24703.416187347655,0.5738389400523047,295,0.06931543778358942,1372.4163978057961,1727.0876324833969,0.9678255758287027,1,2,25,0.026845622164105826,120,175,46,11,53,7.030079725831967,42,Y
367,155,28,4,468,210,78,0.036613090131304996,56,25,0.29258326183826994,571,50,0.5482319743330648,1874,0,6,0.13265783257085761,970.2821177398662,143.99474243955257,7213925.096157193,26.01780923058601,9150,0.008306545065652498,400773.6391547332,78049.51877555459,0.5583927039391499,77,105,495,0.026613090131304994,3527,5622,347,16,2715,19.659564163745387,1878,Y
4,6,3,0,5,11,3,0.07832690028337858,5,3,0.9240577281261194,25,1,0.0,39,0,3,0.3451921448812756,99.20553453639941,12.207499576691317,14423.822184171773,0.3958365498583107,213,0.08309615710237449,801.3209279659034,1190.787041736373,0.6927789910556648,2,5,23,0.061067293039314796,89,124,38,11,51,9.091574064115198,39,Y
2,10,1,0,20,14,5,0.24940151198382576,5,1,0.3389353212643619,17,2,0.22616547679865973,22,0,5,0.9728601427841608,19.669913903640236,16.87014699642388,5159.016990746933,0.10130827383993299,67,0.056784964303959795,286.6120747577691,313.52660648152687,0.3809323814389277,4,8,13,0.10583158337590617,30,37,12,12,52,48.92904871747521,23,Y
21,95,7,16,45,163,49,0.21107600001347038,74,7,0.24510315786637818,194,13,0.41216505258620506,210,0,42,0.8038208421201515,54.71001557777474,90.05206589578398,436467.7970194601,1.622551578933189,793,0.01,24248.213570812113,4870.15511279857,0.42216505258620507,44,82,146,0.16195873685344872,309,483,45,27,303,22.944382315409467,226,Y
3,3,1,7,1,4,1,0.09667183760303341,2,1,0.9541524465916582,8,1,0.0,5,0,1,1.0,22.271819209289486,5.9874806089886246,796.7570817451176,0.04138931980025279,30,0.1713893198002528,44.26499224359545,133.16070912005304,0.9069155733830634,1,2,8,0.061114558402022276,11,19,10,10,19,59.936724950508285,12,Y
95,60,15,18,84,85,32,0.1551216840129534,30,12,0.35804826277509716,147,12,0.38073215822814116,207,0,20,0.6443902105016192,141.65406164403223,50.80971075594803,331764.95762619976,2.250001369433614,1073,0.017804894749190413,18431.38629088829,6753.835554814661,0.4007321582281412,27,42,117,0.0929265787621438,386,686,64,18,408,31.50393634085654,225,Y
13,87,1,1,11,114,44,0.3851639803877853,27,2,0.057053332316757244,117,43,0.9629466676832428,113,0,0,0.020871242536926626,28.926103049042464,73.64352480452285,155686.10647367133,0.7066177110482939,404,0.010254527348011301,8649.22981823326,2118.9521007256117,0.963964777075288,43,71,75,0.3059275624318192,127,277,17,20,142,10.082245932460072,115,Y
19,36,3,7,19,57,18,0.14880964900847876,22,8,0.4457734652266834,67,9,0.48238070198304245,116,0,4,0.261368640722444,57.398542296808216,44.011892993203,110786.64428746275,0.8432144735127182,432,0.02,6154.813439264487,2520.0577415585453,0.5101782897309228,17,32,50,0.11440482450423939,161,270,36,20,164,18.92745678335436,123,Y
1,10,3,1,1,11,5,0.30743382814875636,2,5,0.9623014844462691,16,5,0.8857620740796032,17,0,5,1.0,23.651919715546267,10.8014405185199,2760.4400376293033,0.08114237925920396,57,0.09,153.3547003970189,255.53115325030547,0.9234605896333341,4,5,13,0.21200334518557223,25,31,12,10,26,11.545639137702969,18,Y
27,33,10,20,32,58,17,0.18381797460568472,26,13,0.856706284588965,72,1,0.0,79,0,13,0.7171116900167198,108.97326603679672,23.31449039404347,59099.06528655084,0.848288830998328,411,0.04,3283.280900358146,2536.802258218263,0.06263106479866243,16,29,57,0.11210680560401273,183,227,57,14,162,38.59210029250245,100,Y
3,7,2,0,0,11,4,0.2713169418982439,5,3,0.75,16,1,0.014632687758265317,13,0,4,1.0,21.740345416175103,10.38775532451188,2347.617529512159,0.07985367312241735,49,0.09985367312241736,130.4259088276188,225.9151483515754,0.260974515818699,3,5,14,0.18160959565340917,26,23,12,10,21,12.317091403021683,14,Y
2,3,3,0,5,4,2,0.17,2,2,1.0,7,1,0.0,11,0,2,1.0,30.56801503501323,7.376517052082773,1631.5366912097822,0.07528934547306186,49,0.13586803641918557,90.64069773590008,222.44057295936295,0.5,1,2,7,0.09173607283837114,21,28,13,9,23,25.517615572423928,12,Y
0,2,2,0,0,1,1,0.13916892748182746,0,1,0.9544732152946042,6,1,0.18210713882158325,11,0,0,0.18210713882158325,15.013251408555053,12.210449649273682,2217.157763310651,0.06182107138821583,50,0.08182107138821583,123.17376462836948,182.19369094370313,1.0,0,0,7,0.1100635705407483,28,21,6,6,14,6.813047533616212,11,Y
4,16,4,6,0,25,8,0.22334875922692385,10,3,0.6135837753627597,29,5,0.42248173893671614,34,0,8,0.9587822693720277,31.72272401053651,20.007468355650534,12517.696254742368,0.20969556734300693,118,0.05,695.4281929151665,628.6074252160881,0.5245896286952819,7,16,22,0.19304432656993076,53,64,22,17,47,16.797142156601673,40,Y
4,7,2,1,2,8,4,0.22462627032354235,4,3,0.7950169376472314,15,1,0.0,18,0,4,1.0,26.353153200855772,10.230322916734764,2727.4639383456565,0.08975084688236157,56,0.09487542344118079,151.52967708326523,267.5999617189561,0.22437711720590392,2,4,12,0.12049830623527688,21,34,13,12,38,19.237330876448368,20,Y
